reserva_id,cliente_id,data_checkin,data_checkout,noites,antecedencia_dias,num_hospedes,tipo_quarto,motivo_viagem,canal_reserva,regime,mes,epoca,fim_semana,feriado,evento_cidade,foi_spa,num_massagens,pediu_room_service,num_vezes_room_service,late_checkout,estacionamento,transfer_aeroporto,consumo_minibar,consumo_bar_hotel,gasto_spa,rating_limpeza,rating_staff,rating_localizacao,rating_geral,fez_reclamacao,preco_quarto_noite,gasto_quarto_total,gasto_extras_total,gasto_total,desconto_aplicado
H004282,C006906,2023-09-07,2023-09-08,1,51,1,Standard,Lazer,Agencia,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,0.0,34.88,0.0,3.0,5.0,5,3,Não,117.83,117.83,42.88,160.71,0.0
H001500,C004287,2023-07-23,2023-07-24,1,44,2,Standard,Lazer,Direto,Pequeno_Almoco,7,Alta,Sim,Não,Sim,Não,0,Não,0,Sim,Não,Não,27.9,0.0,0.0,4.0,4.0,4,3,Não,156.25,156.25,27.9,184.15,0.0
H003110,C003453,2023-04-25,2023-04-26,1,60,4,Familiar,Lazer,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,0.0,19.97,166.45,5.0,3.0,4,3,Não,176.72,176.72,186.42,363.14,0.0
H002526,C000012,2024-12-11,2024-12-17,6,3,2,Superior,Business,Direto,Pequeno_Almoco,12,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Não,Não,31.65,0.0,49.42,4.0,4.0,4,4,Não,115.49,692.94,81.07,774.01,0.0
H004998,C007285,2023-05-19,2023-05-23,4,28,3,Familiar,Lazer,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Sim,1,Não,0,Não,Não,Não,0.0,11.71,39.21,5.0,5.0,4,5,Não,188.87,755.48,50.92,806.4,0.0
H005082,C002670,2023-08-10,2023-08-11,1,61,3,Familiar,Lazer,Direto,Pequeno_Almoco,8,Alta,Não,Não,Não,Não,0,Sim,1,Sim,Não,Não,5.79,36.19,0.0,4.0,4.0,4,4,Não,228.35,228.35,58.22,286.57,0.0
H004743,C006614,2024-01-10,2024-01-12,2,42,4,Suite,Lazer,Booking,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,17.07,0.0,5.0,5.0,4,5,Não,197.56,395.12,33.07,428.19,0.0
H003027,C006939,2024-08-09,2024-08-12,3,132,4,Suite,Lazer,Booking,Pequeno_Almoco,8,Alta,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,0.0,45.39,4.0,4.0,4,3,Não,294.59,883.77,119.39,1003.16,0.0
H003498,C004802,2024-11-12,2024-11-15,3,33,3,Superior,Lazer,Direto,Pequeno_Almoco,11,Baixa,Não,Não,Não,Não,0,Sim,5,Não,Sim,Não,0.0,0.0,0.0,3.0,5.0,4,4,Não,130.91,392.73,160.27,553.0,0.0
H003683,C005212,2024-12-02,2024-12-07,5,6,4,Standard,Lazer,Agencia,Pequeno_Almoco,12,Baixa,Não,Não,Não,Sim,3,Não,0,Não,Não,Não,38.38,0.0,177.85,5.0,4.0,4,5,Não,79.49,397.45,216.23,613.68,0.0
H003631,C007201,2024-04-09,2024-04-11,2,7,2,Standard,Lazer,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Não,0,Não,0,Não,Não,Não,0.0,0.0,0.0,4.0,3.0,5,5,Não,84.6,169.2,0.0,169.2,0.0
H005118,C000700,2024-12-23,2024-12-25,2,11,2,Suite,Evento,Booking,Pequeno_Almoco,12,Baixa,Não,Não,Sim,Não,0,Sim,3,Não,Sim,Não,34.62,19.14,0.0,5.0,4.0,5,5,Não,238.78,477.56,120.54,598.1,0.0
H004541,C005303,2023-05-05,2023-05-08,3,17,2,Superior,Lazer,Direto,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Sim,4,Não,Não,Não,10.33,7.58,0.0,4.0,5.0,5,5,Não,124.84,374.52,96.99,471.51,0.0
H003319,C006808,2024-01-24,2024-01-28,4,14,4,Superior,Evento,Booking,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Sim,1,Não,Não,Não,21.45,36.45,0.0,5.0,5.0,5,5,Não,124.13,496.52,83.41,579.93,0.0
H004032,C007361,2023-09-12,2023-09-13,1,59,2,Standard,Lazer,Direto,Meia_Pensao,9,Alta,Não,Não,Não,Não,0,Sim,5,Não,Sim,Não,0.0,0.0,0.0,4.0,4.0,5,3,Não,119.38,119.38,225.64,345.02,0.0
H004975,C007315,2024-01-11,2024-01-12,1,3,2,Superior,Business,Direto,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,36.3,0.0,0.0,4.0,5.0,5,5,Sim,109.27,109.27,44.3,153.57,0.0
H005180,C005565,2024-06-09,2024-06-12,3,23,2,Superior,Evento,Expedia,Pequeno_Almoco,6,Alta,Sim,Não,Não,Não,0,Não,0,Sim,Sim,Não,0.0,56.59,0.0,4.0,5.0,5,3,Não,194.37,583.11,80.59,663.7,0.0
H002886,C007602,2023-04-24,2023-04-26,2,12,2,Superior,Business,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Sim,2,Não,Sim,Não,8.37,0.0,58.31,5.0,5.0,4,4,Não,134.91,269.82,140.94,410.76,0.0
H000070,C005719,2023-07-18,2023-07-19,1,100,2,Standard,Lazer,Direto,Pequeno_Almoco,7,Alta,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,0.0,24.55,80.02,5.0,5.0,5,5,Não,106.5,106.5,154.57,261.07,37.18
H004417,C006224,2024-11-02,2024-11-04,2,73,3,Familiar,Lazer,Expedia,Meia_Pensao,11,Baixa,Sim,Não,Não,Não,0,Não,0,Sim,Sim,Não,0.0,28.72,0.0,5.0,5.0,4,4,Não,170.3,340.6,194.72,535.32,0.0
H004767,C001876,2023-04-11,2023-04-12,1,4,2,Superior,Evento,Expedia,Pequeno_Almoco,4,Media,Não,Não,Sim,Não,0,Sim,1,Não,Não,Não,0.0,33.67,0.0,4.0,5.0,4,3,Não,171.31,171.31,49.55,220.86,0.0
H000677,C006288,2024-05-27,2024-05-28,1,11,3,Familiar,Lazer,Expedia,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,13.97,16.96,0.0,5.0,5.0,4,4,Não,158.2,158.2,38.93,197.13,0.0
H004464,C001134,2024-07-27,2024-07-28,1,26,3,Suite,Lazer,Booking,Pequeno_Almoco,7,Alta,Sim,Não,Não,Sim,1,Sim,1,Não,Não,Sim,35.35,22.13,47.5,5.0,5.0,3,3,Não,289.98,289.98,179.76,469.74,0.0
H005407,C006565,2023-09-02,2023-09-05,3,24,2,Superior,Lazer,Booking,Pequeno_Almoco,9,Alta,Sim,Não,Não,Sim,2,Sim,2,Não,Não,Sim,0.0,0.0,72.38,4.0,3.0,4,5,Não,199.52,598.56,162.12,760.68,0.0
H002423,C002663,2024-08-29,2024-09-06,8,12,2,Standard,Business,Direto,Pequeno_Almoco,8,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,20.15,0.0,0.0,4.0,5.0,5,5,Não,120.26,962.08,134.15,1096.23,146.89
H002835,C005496,2024-11-22,2024-11-25,3,28,2,Standard,Business,Direto,Meia_Pensao,11,Baixa,Não,Não,Não,Não,0,Sim,1,Não,Não,Não,0.0,14.74,0.0,3.0,3.0,5,4,Não,79.92,239.76,180.43,420.19,59.24
H000204,C005845,2024-07-05,2024-07-07,2,88,1,Standard,Lazer,Direto,Pequeno_Almoco,7,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,5.0,5.0,4,4,Não,114.7,229.4,16.0,245.4,0.0
H004202,C006913,2023-04-21,2023-04-24,3,27,2,Standard,Lazer,Direto,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Não,0,Não,Sim,Não,12.05,0.0,45.38,4.0,5.0,4,4,Não,88.43,265.29,81.43,346.72,49.87
H001744,C004259,2024-06-13,2024-06-15,2,36,4,Familiar,Lazer,Agencia,Pequeno_Almoco,6,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,34.65,41.89,0.0,5.0,5.0,4,2,Sim,223.28,446.56,92.54,539.1,63.59
H000340,C000285,2023-04-01,2023-04-04,3,39,2,Standard,Lazer,Expedia,Pequeno_Almoco,4,Media,Sim,Não,Não,Não,0,Não,0,Sim,Não,Sim,0.0,0.0,0.0,4.0,4.0,4,5,Não,103.46,310.38,50.0,360.38,0.0
H003928,C003494,2024-02-28,2024-03-05,6,35,1,Standard,Evento,Booking,Meia_Pensao,2,Baixa,Não,Não,Não,Sim,1,Sim,1,Não,Sim,Não,8.06,25.9,41.36,4.0,4.0,4,4,Não,85.53,513.18,288.85,802.03,45.05
H004296,C006229,2024-08-16,2024-08-19,3,59,4,Suite,Lazer,Expedia,Pequeno_Almoco,8,Alta,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,20.33,0.0,43.67,4.0,5.0,5,4,Não,290.46,871.38,138.0,1009.38,0.0
H000388,C005523,2024-07-15,2024-07-17,2,42,2,Standard,Lazer,Agencia,Pequeno_Almoco,7,Alta,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,0.0,26.98,0.0,5.0,5.0,4,5,Sim,116.72,233.44,42.98,276.42,0.0
H000995,C003856,2024-03-09,2024-03-10,1,16,2,Superior,Business,Agencia,Pequeno_Almoco,3,Baixa,Sim,Não,Não,Sim,1,Sim,1,Não,Sim,Sim,0.0,0.0,36.99,5.0,5.0,4,4,Não,121.95,121.95,118.15,240.1,0.0
H002084,C001424,2024-01-25,2024-01-30,5,13,3,Suite,Lazer,Direto,Pequeno_Almoco,1,Baixa,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,0.0,56.61,115.19,5.0,5.0,4,4,Não,215.21,1076.05,171.8,1247.85,0.0
H001534,C001734,2024-02-08,2024-02-11,3,27,4,Familiar,Business,Expedia,Pequeno_Almoco,2,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Não,35.61,12.76,0.0,5.0,4.0,4,4,Não,138.29,414.87,48.37,463.24,0.0
H001658,C004167,2024-05-27,2024-05-29,2,32,4,Standard,Lazer,Direto,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,35.9,25.37,0.0,5.0,5.0,4,4,Não,92.64,185.28,127.27,312.55,0.0
H003103,C000600,2024-08-08,2024-08-12,4,82,2,Standard,Lazer,Direto,Pequeno_Almoco,8,Alta,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,7.8,56.09,5.0,4.0,3,5,Não,116.35,465.4,145.89,611.29,0.0
H003014,C001998,2023-04-19,2023-04-21,2,7,4,Familiar,Business,Expedia,Meia_Pensao,4,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,13.97,17.16,0.0,4.0,4.0,4,4,Não,182.62,365.24,247.13,612.37,0.0
H001164,C001331,2024-05-12,2024-05-16,4,18,2,Superior,Evento,Booking,Pequeno_Almoco,5,Media,Sim,Não,Não,Não,0,Sim,3,Não,Não,Sim,12.51,15.39,0.0,5.0,5.0,4,5,Não,152.62,610.48,123.96,734.44,0.0
H003314,C007762,2023-06-28,2023-06-29,1,74,2,Standard,Lazer,Booking,Pequeno_Almoco,6,Alta,Não,Não,Sim,Sim,1,Não,0,Não,Sim,Sim,0.0,33.77,56.49,3.0,5.0,4,3,Sim,150.94,150.94,148.26,299.2,0.0
H003675,C002933,2024-05-18,2024-05-20,2,44,3,Superior,Lazer,Agencia,Pequeno_Almoco,5,Media,Sim,Não,Não,Não,0,Sim,2,Sim,Sim,Sim,0.0,20.1,0.0,5.0,4.0,5,3,Não,164.8,329.6,144.89,474.49,0.0
H004567,C000276,2024-03-26,2024-03-31,5,11,2,Superior,Evento,Booking,Meia_Pensao,3,Baixa,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,0.0,0.0,89.39,5.0,5.0,4,5,Não,129.56,647.8,339.39,987.19,0.0
H002043,C003668,2024-05-18,2024-05-22,4,26,4,Superior,Lazer,Booking,Pequeno_Almoco,5,Media,Sim,Não,Não,Não,0,Sim,3,Não,Não,Não,6.54,0.0,0.0,5.0,5.0,4,4,Não,152.12,608.48,71.79,680.27,0.0
H000222,C002755,2023-07-05,2023-07-06,1,81,2,Standard,Lazer,Booking,Pequeno_Almoco,7,Alta,Não,Não,Não,Sim,1,Não,0,Sim,Não,Sim,16.31,0.0,126.99,4.0,5.0,4,4,Não,102.89,102.89,193.3,296.19,0.0
H000678,C002918,2024-10-20,2024-10-22,2,12,2,Superior,Lazer,Direto,Pequeno_Almoco,10,Media,Sim,Não,Não,Sim,2,Não,0,Sim,Sim,Não,0.0,0.0,127.23,4.0,4.0,4,5,Não,155.38,310.76,143.23,453.99,0.0
H001102,C000641,2023-09-26,2023-09-30,4,11,2,Standard,Business,Direto,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,17.56,0.0,0.0,4.0,5.0,4,4,Não,120.99,483.96,99.56,583.52,0.0
H001293,C007138,2024-10-20,2024-10-23,3,33,2,Standard,Evento,Agencia,Meia_Pensao,10,Media,Sim,Não,Não,Sim,1,Não,0,Não,Não,Sim,0.0,0.0,48.96,4.0,5.0,3,4,Não,93.64,280.92,248.96,529.88,0.0
H005047,C005529,2024-03-13,2024-03-14,1,22,2,Suite,Lazer,Expedia,Pequeno_Almoco,3,Baixa,Não,Não,Sim,Sim,1,Não,0,Não,Sim,Não,0.0,0.0,51.69,4.0,5.0,5,4,Não,230.96,230.96,59.69,290.65,37.22
H000806,C006063,2023-04-03,2023-04-10,7,35,3,Standard,Business,Direto,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,2,Não,0,Não,Sim,Não,17.58,0.0,73.81,2.0,4.0,4,3,Não,89.87,629.09,147.39,776.48,0.0
H004634,C006924,2023-08-04,2023-08-12,8,44,1,Standard,Lazer,Expedia,Meia_Pensao,8,Alta,Não,Não,Não,Não,0,Não,0,Não,Não,Sim,0.0,0.0,0.0,5.0,5.0,5,5,Não,118.89,951.12,250.0,1201.12,0.0
H002367,C002232,2024-12-20,2024-12-23,3,47,2,Standard,Business,Direto,Pequeno_Almoco,12,Baixa,Não,Não,Sim,Não,0,Sim,1,Não,Sim,Não,0.0,0.0,0.0,4.0,4.0,4,4,Não,94.07,282.21,44.48,326.69,0.0
H004163,C006905,2023-11-06,2023-11-07,1,27,2,Superior,Business,Booking,Pequeno_Almoco,11,Baixa,Não,Não,Não,Não,0,Sim,3,Não,Não,Não,0.0,0.0,0.0,3.0,4.0,4,4,Não,128.46,128.46,51.54,180.0,0.0
H002370,C005146,2024-11-14,2024-11-18,4,4,2,Standard,Lazer,Booking,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Sim,Não,39.48,21.97,57.85,5.0,5.0,5,3,Não,77.39,309.56,151.3,460.86,0.0
H002087,C005406,2024-01-10,2024-01-11,1,21,1,Standard,Lazer,Direto,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Sim,Sim,Sim,0.0,29.72,0.0,4.0,5.0,4,5,Não,73.7,73.7,87.72,161.42,0.0
H002451,C002292,2024-04-23,2024-04-24,1,29,1,Suite,Lazer,Direto,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Sim,2,Não,Não,Sim,0.0,0.0,120.33,4.0,5.0,4,5,Não,208.87,208.87,218.77,427.64,45.18
H004367,C001671,2024-09-23,2024-09-24,1,99,4,Superior,Lazer,Agencia,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,1,Sim,1,Não,Sim,Sim,7.85,0.0,60.33,5.0,5.0,5,4,Não,159.0,159.0,154.93,313.93,0.0
H002728,C005152,2023-01-01,2023-01-03,2,36,2,Superior,Lazer,Direto,Pequeno_Almoco,1,Baixa,Sim,Sim,Não,Não,0,Sim,1,Não,Não,Não,0.0,0.0,0.0,5.0,5.0,4,5,Não,127.28,254.56,17.02,271.58,0.0
H004997,C004694,2023-10-02,2023-10-05,3,14,2,Suite,Lazer,Direto,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Não,0,Sim,Sim,Sim,32.43,0.0,0.0,5.0,5.0,4,5,Não,223.86,671.58,106.43,778.01,0.0
H000178,C000690,2023-05-23,2023-05-24,1,18,2,Superior,Lazer,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,0.0,0.0,112.65,4.0,4.0,4,5,Não,141.16,141.16,162.65,303.81,0.0
H004420,C004084,2024-04-02,2024-04-04,2,13,3,Familiar,Lazer,Direto,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Sim,3,Sim,Sim,Sim,0.0,13.41,52.29,3.0,5.0,4,3,Não,168.21,336.42,222.34,558.76,35.76
H002400,C002638,2024-12-16,2024-12-20,4,10,4,Superior,Business,Direto,Pequeno_Almoco,12,Baixa,Não,Não,Não,Sim,1,Sim,4,Sim,Sim,Não,17.46,0.0,39.52,4.0,5.0,5,4,Não,127.09,508.36,151.26,659.62,91.11
H004704,C006378,2023-06-21,2023-06-26,5,46,2,Standard,Business,Direto,Pequeno_Almoco,6,Alta,Não,Não,Sim,Sim,2,Sim,1,Não,Não,Sim,5.22,0.0,71.35,3.0,5.0,4,4,Não,149.46,747.3,150.98,898.28,100.21
H005383,C006195,2023-12-29,2024-01-07,9,28,2,Standard,Business,Expedia,Pequeno_Almoco,12,Baixa,Não,Não,Sim,Não,0,Não,0,Sim,Sim,Sim,6.7,0.0,0.0,4.0,5.0,4,4,Não,95.15,856.35,128.7,985.05,0.0
H002868,C000014,2024-02-05,2024-02-07,2,3,3,Familiar,Business,Booking,Meia_Pensao,2,Baixa,Não,Não,Sim,Sim,1,Não,0,Não,Sim,Sim,35.13,40.75,81.11,5.0,5.0,4,4,Não,199.38,398.76,372.99,771.75,0.0
H003419,C005481,2024-02-14,2024-02-18,4,20,3,Suite,Evento,Booking,Pequeno_Almoco,2,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,26.91,0.0,0.0,4.0,5.0,4,3,Sim,207.18,828.72,108.91,937.63,0.0
H004385,C008000,2023-12-27,2023-12-30,3,36,2,Suite,Lazer,Booking,Pequeno_Almoco,12,Baixa,Não,Não,Sim,Não,0,Sim,1,Não,Sim,Não,10.92,0.0,0.0,5.0,5.0,4,5,Não,272.36,817.08,63.39,880.47,0.0
H000734,C007656,2023-09-18,2023-09-20,2,47,2,Standard,Business,Direto,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,5.0,4.0,4,4,Não,119.76,239.52,16.0,255.52,0.0
H000606,C004536,2024-05-08,2024-05-09,1,9,2,Suite,Business,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Não,0,Não,Não,Não,27.92,21.62,0.0,3.0,5.0,5,5,Não,242.37,242.37,49.54,291.91,0.0
H003584,C003508,2024-09-11,2024-09-15,4,81,2,Superior,Lazer,Direto,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,2,Não,0,Não,Não,Sim,7.62,0.0,154.46,5.0,5.0,4,5,Não,177.98,711.92,212.08,924.0,0.0
H005184,C006521,2024-05-06,2024-05-07,1,14,2,Standard,Business,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,3.0,4.0,4,3,Não,99.52,99.52,8.0,107.52,0.0
H003828,C002714,2023-08-31,2023-09-04,4,37,2,Standard,Lazer,Direto,Pequeno_Almoco,8,Alta,Não,Não,Não,Sim,1,Sim,1,Não,Não,Não,32.18,0.0,62.13,4.0,5.0,4,5,Não,110.04,440.16,115.3,555.46,59.04
H002909,C002389,2023-02-06,2023-02-07,1,6,2,Superior,Lazer,Booking,Meia_Pensao,2,Baixa,Não,Não,Não,Não,0,Sim,3,Não,Sim,Sim,0.0,0.0,0.0,5.0,5.0,5,3,Não,131.79,131.79,185.13,316.92,0.0
H001256,C001747,2024-04-17,2024-04-18,1,64,2,Suite,Evento,Direto,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,2,Sim,1,Não,Não,Não,0.0,0.0,80.83,4.0,5.0,5,3,Não,207.62,207.62,111.77,319.39,0.0
H000528,C007322,2023-05-30,2023-06-02,3,14,1,Superior,Business,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Sim,4,Não,Não,Não,0.0,51.84,0.0,3.0,4.0,4,4,Não,129.71,389.13,115.1,504.23,0.0
H001780,C000486,2024-07-19,2024-07-20,1,28,2,Standard,Lazer,Expedia,Pequeno_Almoco,7,Alta,Não,Não,Não,Sim,2,Não,0,Não,Sim,Não,0.0,0.0,114.55,4.0,4.0,5,3,Não,111.54,111.54,122.55,234.09,0.0
H002601,C007706,2023-07-12,2023-07-15,3,122,2,Standard,Business,Expedia,Pequeno_Almoco,7,Alta,Não,Não,Não,Não,0,Sim,1,Não,Sim,Não,0.0,0.0,0.0,4.0,5.0,5,2,Não,119.76,359.28,57.69,416.97,0.0
H005381,C000516,2023-04-14,2023-04-16,2,4,4,Standard,Lazer,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Não,0,Não,0,Não,Não,Não,0.0,0.0,0.0,5.0,5.0,4,5,Não,85.36,170.72,0.0,170.72,0.0
H000682,C000521,2023-05-16,2023-05-19,3,7,4,Suite,Lazer,Direto,Pequeno_Almoco,5,Media,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,29.46,0.0,111.0,5.0,4.0,5,5,Não,239.96,719.88,190.46,910.34,77.39
H003444,C005446,2024-01-24,2024-01-26,2,37,2,Superior,Lazer,Expedia,Pequeno_Almoco,1,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,8.65,0.0,64.31,4.0,4.0,5,4,Não,109.75,219.5,122.96,342.46,0.0
H005442,C003356,2023-08-15,2023-08-18,3,90,2,Suite,Lazer,Booking,Pequeno_Almoco,8,Alta,Não,Não,Não,Não,0,Sim,2,Não,Sim,Não,36.43,32.13,0.0,5.0,5.0,4,4,Não,260.68,782.04,157.08,939.12,0.0
H004691,C006026,2023-01-27,2023-01-30,3,33,1,Standard,Evento,Booking,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Não,16.38,0.0,0.0,4.0,3.0,3,3,Não,80.77,242.31,16.38,258.69,0.0
H002223,C003873,2024-06-15,2024-06-17,2,87,3,Standard,Business,Direto,Pequeno_Almoco,6,Alta,Sim,Não,Não,Não,0,Sim,4,Não,Não,Não,0.0,24.1,0.0,4.0,4.0,4,5,Não,112.11,224.22,150.09,374.31,30.9
H004874,C000546,2023-04-25,2023-04-28,3,4,2,Superior,Business,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Sim,3,Não,Não,Não,0.0,18.41,43.7,4.0,5.0,4,5,Não,128.71,386.13,120.61,506.74,0.0
H002848,C004868,2024-10-23,2024-10-24,1,4,3,Superior,Business,Direto,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,5.86,0.0,0.0,5.0,4.0,4,5,Não,126.42,126.42,63.86,190.28,10.34
H000804,C001208,2023-03-29,2023-04-03,5,3,2,Standard,Business,Expedia,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,3,Não,0,Não,Sim,Sim,10.8,6.74,122.24,5.0,4.0,4,3,Sim,82.83,414.15,229.78,643.93,0.0
H001892,C003010,2023-01-13,2023-01-16,3,8,3,Familiar,Lazer,Direto,Meia_Pensao,1,Baixa,Não,Não,Não,Sim,1,Sim,1,Sim,Não,Não,0.0,0.0,104.42,4.0,4.0,5,5,Não,148.34,445.02,351.29,796.31,0.0
H003753,C000686,2023-08-17,2023-08-20,3,53,1,Standard,Lazer,Booking,Pequeno_Almoco,8,Alta,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,40.0,61.72,0.0,5.0,5.0,5,2,Não,120.36,361.08,125.72,486.8,0.0
H003089,C005551,2024-08-03,2024-08-12,9,142,2,Standard,Business,Direto,Pequeno_Almoco,8,Alta,Sim,Não,Não,Não,0,Sim,4,Não,Não,Não,0.0,15.41,0.0,5.0,4.0,4,4,Não,110.92,998.28,77.48,1075.76,0.0
H001056,C000455,2023-05-21,2023-05-22,1,9,4,Familiar,Lazer,Direto,Pequeno_Almoco,5,Media,Sim,Não,Não,Não,0,Não,0,Sim,Não,Sim,0.0,31.63,0.0,4.0,4.0,4,4,Não,191.45,191.45,81.63,273.08,0.0
H003506,C002890,2023-03-13,2023-03-16,3,14,3,Familiar,Evento,Booking,Meia_Pensao,3,Baixa,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,12.38,0.0,0.0,5.0,5.0,4,5,Sim,146.02,438.06,261.38,699.44,0.0
H002023,C000577,2024-08-24,2024-08-29,5,45,4,Standard,Lazer,Booking,Pequeno_Almoco,8,Alta,Sim,Não,Não,Sim,1,Não,0,Sim,Não,Sim,6.55,13.12,63.3,4.0,5.0,5,4,Não,119.3,596.5,132.97,729.47,0.0
H003286,C002756,2024-06-11,2024-06-14,3,60,3,Superior,Business,Booking,Pequeno_Almoco,6,Alta,Não,Não,Não,Sim,1,Sim,2,Sim,Não,Sim,0.0,0.0,62.1,4.0,5.0,4,5,Não,169.56,508.68,156.41,665.09,0.0
H001087,C007255,2023-11-26,2023-11-29,3,26,4,Standard,Lazer,Agencia,Meia_Pensao,11,Baixa,Sim,Não,Não,Não,0,Não,0,Sim,Não,Não,0.0,0.0,0.0,5.0,5.0,5,5,Não,80.75,242.25,307.16,549.41,67.4
H003536,C001868,2023-03-28,2023-03-30,2,4,3,Superior,Lazer,Booking,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,34.09,0.0,0.0,5.0,4.0,4,4,Não,113.77,227.54,50.09,277.63,0.0
H004347,C006013,2023-06-20,2023-06-28,8,55,1,Standard,Lazer,Expedia,Meia_Pensao,6,Alta,Não,Não,Sim,Não,0,Sim,1,Não,Não,Sim,35.17,0.0,0.0,4.0,5.0,4,4,Não,132.83,1062.64,303.19,1365.83,0.0
H000044,C007670,2024-05-10,2024-05-13,3,24,2,Suite,Lazer,Direto,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Sim,1,Não,Não,Sim,0.0,0.0,0.0,5.0,4.0,4,4,Não,235.82,707.46,75.76,783.22,0.0
H004713,C006200,2023-12-17,2023-12-24,7,38,1,Superior,Lazer,Booking,Meia_Pensao,12,Baixa,Sim,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,25.25,0.0,5.0,5.0,5,4,Não,132.23,925.61,256.25,1181.86,0.0
H000211,C003699,2024-12-31,2025-01-02,2,26,2,Suite,Lazer,Direto,Pequeno_Almoco,12,Baixa,Não,Não,Sim,Sim,1,Não,0,Não,Não,Não,0.0,21.73,43.12,5.0,5.0,5,4,Não,247.49,494.98,64.85,559.83,0.0
H004858,C000592,2023-09-30,2023-10-02,2,68,3,Standard,Lazer,Direto,Pequeno_Almoco,9,Alta,Sim,Não,Não,Não,0,Não,0,Não,Sim,Sim,37.38,32.35,0.0,4.0,5.0,5,5,Não,111.84,223.68,135.73,359.41,24.64
H000355,C007412,2024-11-19,2024-11-20,1,20,2,Standard,Lazer,Booking,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Não,Não,0.0,0.0,52.39,5.0,5.0,4,5,Não,72.3,72.3,52.39,124.69,0.0
