cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual,ano_primeira_interacao,mes_primeira_interacao,dia_primeira_interacao,cliente_habitual_bool,anos_desde_primeira_interacao,faixa_etaria
C007362,52,M,PT,Aveiro,2023-01-18,Hotel,Não,2023,1,18,False,2.7,45-54
C001211,22,F,ES,Estrangeiro,2023-06-02,Restaurante,Não,2023,6,2,False,2.4,18-24
C005308,28,M,ES,Estrangeiro,2024-02-12,Hotel,Não,2024,2,12,False,1.7,25-34
C002958,38,F,PT,Porto,2024-01-13,Restaurante,Não,2024,1,13,False,1.8,35-44
C006920,41,M,PT,Lisboa,2023-09-27,Hotel,Não,2023,9,27,False,2.1,35-44
C001437,38,F,UK,Estrangeiro,2023-11-28,Restaurante,Sim,2023,11,28,True,1.9,35-44
C005980,49,F,PT,Aveiro,2023-02-05,Ambos,Sim,2023,2,5,True,2.7,45-54
C007754,30,F,PT,Porto,2023-07-18,Restaurante,Não,2023,7,18,False,2.3,25-34
C005493,35,M,PT,Outro,2023-08-10,Restaurante,Não,2023,8,10,False,2.2,35-44
C000377,55,M,ES,Estrangeiro,2024-11-02,Restaurante,Sim,2024,11,2,True,1.0,55-64
C002689,54,F,PT,Coimbra,2024-08-26,Restaurante,Sim,2024,8,26,True,1.1,45-54
C002116,33,F,FR,Estrangeiro,2024-12-07,Restaurante,Não,2024,12,7,False,0.9,25-34
C007220,18,M,UK,Estrangeiro,2023-12-28,Restaurante,Não,2023,12,28,False,1.8,18-24
C000756,80,M,ES,Estrangeiro,2024-05-16,Restaurante,Sim,2024,5,16,True,1.4,65+
C000292,34,M,PT,Outro,2024-11-23,Restaurante,Não,2024,11,23,False,0.9,25-34
C002996,43,F,ES,Estrangeiro,2024-12-23,Restaurante,Não,2024,12,23,False,0.8,35-44
C004059,57,M,DE,Estrangeiro,2023-05-21,Ambos,Sim,2023,5,21,True,2.4,55-64
C001544,34,M,PT,Porto,2024-12-30,Restaurante,Sim,2024,12,30,True,0.8,25-34
C004161,42,M,FR,Estrangeiro,2023-02-14,Hotel,Não,2023,2,14,False,2.7,35-44
C000189,28,F,PT,Lisboa,2024-03-11,Restaurante,Não,2024,3,11,False,1.6,25-34
C004926,33,F,ES,Estrangeiro,2023-05-24,Hotel,Não,2023,5,24,False,2.4,25-34
C001202,35,F,UK,Estrangeiro,2024-04-18,Restaurante,Não,2024,4,18,False,1.5,35-44
C007479,72,M,PT,Viseu,2024-02-15,Restaurante,Não,2024,2,15,False,1.7,65+
C006559,52,F,PT,Lisboa,2023-07-17,Hotel,Não,2023,7,17,False,2.3,45-54
C001537,50,M,PT,Viseu,2023-07-26,Hotel,Não,2023,7,26,False,2.2,45-54
C007593,29,F,Outro,Estrangeiro,2024-03-07,Restaurante,Não,2024,3,7,False,1.6,25-34
C004598,62,M,PT,Lisboa,2023-10-14,Restaurante,Sim,2023,10,14,True,2.0,55-64
C000502,72,M,UK,Estrangeiro,2023-01-30,Restaurante,Não,2023,1,30,False,2.7,65+
C004680,46,F,PT,Porto,2024-07-29,Ambos,Sim,2024,7,29,True,1.2,45-54
C003107,21,F,PT,Viseu,2023-05-22,Restaurante,Não,2023,5,22,False,2.4,18-24
C002648,19,M,PT,Braga,2024-02-08,Hotel,Não,2024,2,8,False,1.7,18-24
C001540,18,M,PT,Lisboa,2024-01-07,Ambos,Não,2024,1,7,False,1.8,18-24
C003981,63,M,ES,Estrangeiro,2024-11-30,Restaurante,Não,2024,11,30,False,0.9,55-64
C004476,50,M,FR,Estrangeiro,2023-03-03,Restaurante,Não,2023,3,3,False,2.6,45-54
C004710,41,M,PT,Braga,2023-11-26,Restaurante,Não,2023,11,26,False,1.9,35-44
C006836,23,F,ES,Estrangeiro,2024-09-14,Restaurante,Não,2024,9,14,False,1.1,18-24
C007407,35,F,ES,Estrangeiro,2023-04-19,Restaurante,Não,2023,4,19,False,2.5,35-44
C000673,36,M,PT,Lisboa,2023-12-06,Restaurante,Não,2023,12,6,False,1.9,35-44
C006905,36,F,ES,Estrangeiro,2024-07-11,Hotel,Não,2024,7,11,False,1.3,35-44
C006673,47,M,PT,Lisboa,2023-08-31,Hotel,Não,2023,8,31,False,2.1,45-54
C006982,62,M,PT,Porto,2024-10-16,Restaurante,Não,2024,10,16,False,1.0,55-64
C002477,38,M,DE,Estrangeiro,2023-01-05,Restaurante,Não,2023,1,5,False,2.8,35-44
C004205,43,M,ES,Estrangeiro,2023-12-23,Ambos,Sim,2023,12,23,True,1.8,35-44
C006981,20,M,PT,Aveiro,2024-02-04,Hotel,Não,2024,2,4,False,1.7,18-24
C006406,63,F,PT,Outro,2024-01-08,Restaurante,Não,2024,1,8,False,1.8,55-64
C007616,24,M,PT,Porto,2024-07-13,Restaurante,Não,2024,7,13,False,1.3,18-24
C006277,56,M,Outro,Estrangeiro,2023-10-18,Hotel,Não,2023,10,18,False,2.0,55-64
C001193,32,F,ES,Estrangeiro,2023-09-14,Restaurante,Não,2023,9,14,False,2.1,25-34
C006821,73,F,PT,Porto,2023-06-09,Ambos,Não,2023,6,9,False,2.4,65+
C007963,29,F,PT,Viseu,2024-07-16,Hotel,Não,2024,7,16,False,1.3,25-34
C006430,34,M,PT,Faro,2024-08-17,Hotel,Sim,2024,8,17,True,1.2,25-34
C007208,65,M,PT,Braga,2023-10-19,Ambos,Sim,2023,10,19,True,2.0,65+
C001514,18,M,PT,Aveiro,2024-05-03,Ambos,Sim,2024,5,3,True,1.5,18-24
C000217,29,M,PT,Coimbra,2024-09-01,Restaurante,Sim,2024,9,1,True,1.1,25-34
C004605,24,M,ES,Estrangeiro,2023-12-15,Restaurante,Não,2023,12,15,False,1.8,18-24
C005426,52,F,PT,Porto,2023-03-22,Hotel,Sim,2023,3,22,True,2.6,45-54
C000422,70,M,PT,Aveiro,2023-10-07,Restaurante,Sim,2023,10,7,True,2.0,65+
C000506,34,F,UK,Estrangeiro,2024-07-12,Ambos,Sim,2024,7,12,True,1.3,25-34
C005317,18,F,FR,Estrangeiro,2023-06-10,Hotel,Sim,2023,6,10,True,2.4,18-24
C007116,35,F,DE,Estrangeiro,2024-12-30,Restaurante,Não,2024,12,30,False,0.8,35-44
C004459,18,F,DE,Estrangeiro,2023-10-22,Restaurante,Não,2023,10,22,False,2.0,18-24
C003071,21,M,PT,Porto,2024-11-14,Restaurante,Não,2024,11,14,False,0.9,18-24
C001583,25,F,PT,Coimbra,2023-02-27,Restaurante,Não,2023,2,27,False,2.6,25-34
C000507,32,F,ES,Estrangeiro,2023-11-06,Restaurante,Não,2023,11,6,False,1.9,25-34
C002178,44,F,FR,Estrangeiro,2023-11-05,Restaurante,Não,2023,11,5,False,2.0,35-44
C007686,56,M,PT,Porto,2024-01-28,Restaurante,Não,2024,1,28,False,1.7,55-64
C007003,53,M,PT,Viseu,2024-06-11,Restaurante,Não,2024,6,11,False,1.4,45-54
C004845,60,M,PT,Lisboa,2024-05-07,Ambos,Sim,2024,5,7,True,1.4,55-64
C006479,38,M,PT,Braga,2024-01-18,Restaurante,Não,2024,1,18,False,1.7,35-44
C007452,49,F,PT,Porto,2024-11-09,Hotel,Sim,2024,11,9,True,0.9,45-54
C001966,43,M,PT,Coimbra,2023-03-19,Ambos,Sim,2023,3,19,True,2.6,35-44
C004141,51,F,ES,Estrangeiro,2024-08-30,Hotel,Não,2024,8,30,False,1.1,45-54
C003612,43,F,ES,Estrangeiro,2023-10-26,Hotel,Não,2023,10,26,False,2.0,35-44
C004099,39,M,FR,Estrangeiro,2023-06-06,Ambos,Não,2023,6,6,False,2.4,35-44
C003351,33,F,PT,Coimbra,2024-12-02,Ambos,Sim,2024,12,2,True,0.9,25-34
C006469,50,M,FR,Estrangeiro,2024-01-30,Restaurante,Não,2024,1,30,False,1.7,45-54
C005131,48,M,PT,Porto,2024-07-22,Ambos,Não,2024,7,22,False,1.2,45-54
C002578,57,F,FR,Estrangeiro,2024-11-17,Hotel,Não,2024,11,17,False,0.9,55-64
C000348,19,F,PT,Porto,2023-05-27,Ambos,Sim,2023,5,27,True,2.4,18-24
C007066,26,M,FR,Estrangeiro,2023-10-21,Restaurante,Sim,2023,10,21,True,2.0,25-34
C006716,49,F,PT,Porto,2023-08-16,Hotel,Não,2023,8,16,False,2.2,45-54
C000334,31,F,FR,Estrangeiro,2023-11-17,Restaurante,Não,2023,11,17,False,1.9,25-34
C004828,54,F,PT,Porto,2024-06-10,Restaurante,Não,2024,6,10,False,1.4,45-54
C006947,18,M,UK,Estrangeiro,2024-08-15,Restaurante,Não,2024,8,15,False,1.2,18-24
C007956,75,M,PT,Aveiro,2023-11-03,Restaurante,Não,2023,11,3,False,2.0,65+
C003394,40,M,ES,Estrangeiro,2023-08-04,Restaurante,Não,2023,8,4,False,2.2,35-44
C006591,38,F,ES,Estrangeiro,2024-07-28,Hotel,Não,2024,7,28,False,1.2,35-44
C007002,18,M,PT,Lisboa,2023-08-18,Hotel,Não,2023,8,18,False,2.2,18-24
C006174,20,M,PT,Porto,2024-05-02,Restaurante,Sim,2024,5,2,True,1.5,18-24
C007493,32,M,PT,Lisboa,2023-04-21,Restaurante,Não,2023,4,21,False,2.5,25-34
C003622,47,F,PT,Lisboa,2023-02-02,Restaurante,Sim,2023,2,2,True,2.7,45-54
C005521,30,M,UK,Estrangeiro,2023-01-19,Hotel,Sim,2023,1,19,True,2.7,25-34
C000747,44,F,ES,Estrangeiro,2023-12-23,Restaurante,Não,2023,12,23,False,1.8,35-44
C001564,56,M,FR,Estrangeiro,2024-09-18,Hotel,Não,2024,9,18,False,1.1,55-64
C007923,21,M,PT,Lisboa,2023-12-19,Restaurante,Não,2023,12,19,False,1.8,18-24
C003039,26,M,FR,Estrangeiro,2023-07-24,Hotel,Sim,2023,7,24,True,2.2,25-34
C003308,47,M,PT,Braga,2024-02-21,Hotel,Não,2024,2,21,False,1.7,45-54
C004619,41,F,FR,Estrangeiro,2023-12-02,Restaurante,Não,2023,12,2,False,1.9,35-44
C006435,44,M,PT,Lisboa,2023-01-07,Restaurante,Não,2023,1,7,False,2.8,35-44
C002276,24,M,PT,Outro,2024-10-15,Restaurante,Não,2024,10,15,False,1.0,18-24
C006871,48,F,ES,Estrangeiro,2023-08-21,Ambos,Sim,2023,8,21,True,2.2,45-54
C002334,36,F,PT,Porto,2023-07-22,Restaurante,Não,2023,7,22,False,2.2,35-44
C002993,43,M,UK,Estrangeiro,2024-12-17,Ambos,Sim,2024,12,17,True,0.8,35-44
C005897,18,F,PT,Viseu,2023-12-24,Restaurante,Não,2023,12,24,False,1.8,18-24
C006387,41,F,PT,Viseu,2024-10-02,Restaurante,Não,2024,10,2,False,1.0,35-44
C007398,44,F,PT,Viseu,2023-05-09,Ambos,Não,2023,5,9,False,2.4,35-44
C002928,45,M,PT,Viseu,2024-06-07,Restaurante,Não,2024,6,7,False,1.4,45-54
C000260,54,M,UK,Estrangeiro,2024-11-21,Restaurante,Não,2024,11,21,False,0.9,45-54
C007329,19,F,PT,Lisboa,2024-09-16,Hotel,Não,2024,9,16,False,1.1,18-24
C005705,36,M,PT,Porto,2023-01-18,Restaurante,Não,2023,1,18,False,2.7,35-44
C005313,29,M,FR,Estrangeiro,2023-08-12,Ambos,Sim,2023,8,12,True,2.2,25-34
C006788,23,F,FR,Estrangeiro,2024-06-16,Restaurante,Sim,2024,6,16,True,1.3,18-24
C000381,28,F,UK,Estrangeiro,2024-10-04,Restaurante,Não,2024,10,4,False,1.0,25-34
C005169,29,M,PT,Lisboa,2024-04-17,Hotel,Não,2024,4,17,False,1.5,25-34
C002570,38,M,PT,Viseu,2023-04-15,Hotel,Não,2023,4,15,False,2.5,35-44
C002228,32,F,ES,Estrangeiro,2024-05-18,Restaurante,Não,2024,5,18,False,1.4,25-34
C000600,48,M,PT,Lisboa,2024-04-12,Hotel,Sim,2024,4,12,True,1.5,45-54
C001845,44,F,UK,Estrangeiro,2024-08-10,Restaurante,Sim,2024,8,10,True,1.2,35-44
C000046,30,F,PT,Lisboa,2023-05-04,Restaurante,Não,2023,5,4,False,2.5,25-34
C001445,48,F,DE,Estrangeiro,2024-06-07,Restaurante,Sim,2024,6,7,True,1.4,45-54
C001653,45,F,PT,Porto,2023-06-27,Restaurante,Sim,2023,6,27,True,2.3,45-54
C001587,44,F,PT,Porto,2023-02-01,Restaurante,Não,2023,2,1,False,2.7,35-44
C005118,32,F,UK,Estrangeiro,2024-06-29,Hotel,Não,2024,6,29,False,1.3,25-34
C001894,40,F,PT,Lisboa,2023-05-02,Hotel,Não,2023,5,2,False,2.5,35-44
C005325,45,M,PT,Aveiro,2023-02-02,Hotel,Não,2023,2,2,False,2.7,45-54
C005575,26,M,PT,Aveiro,2024-02-27,Restaurante,Sim,2024,2,27,True,1.6,25-34
C005134,49,M,UK,Estrangeiro,2023-03-10,Hotel,Não,2023,3,10,False,2.6,45-54
C005323,59,M,ES,Estrangeiro,2024-11-08,Restaurante,Não,2024,11,8,False,0.9,55-64
C004382,44,F,ES,Estrangeiro,2024-06-25,Ambos,Não,2024,6,25,False,1.3,35-44
C007652,35,F,ES,Estrangeiro,2023-12-12,Restaurante,Não,2023,12,12,False,1.9,35-44
C002692,38,M,PT,Outro,2024-11-01,Hotel,Sim,2024,11,1,True,1.0,35-44
C002311,36,F,ES,Estrangeiro,2024-08-24,Ambos,Sim,2024,8,24,True,1.1,35-44
C003791,51,M,PT,Faro,2024-06-03,Restaurante,Não,2024,6,3,False,1.4,45-54
C007019,62,F,ES,Estrangeiro,2024-11-11,Restaurante,Não,2024,11,11,False,0.9,55-64
C006227,19,M,FR,Estrangeiro,2023-06-29,Restaurante,Não,2023,6,29,False,2.3,18-24
C003380,30,M,ES,Estrangeiro,2024-04-19,Hotel,Não,2024,4,19,False,1.5,25-34
C004016,32,F,ES,Estrangeiro,2023-12-06,Restaurante,Não,2023,12,6,False,1.9,25-34
C001601,39,M,PT,Faro,2024-12-04,Ambos,Sim,2024,12,4,True,0.9,35-44
C006635,29,F,PT,Lisboa,2023-06-21,Hotel,Não,2023,6,21,False,2.3,25-34
C005689,21,M,PT,Braga,2023-07-01,Hotel,Não,2023,7,1,False,2.3,18-24
C003361,23,F,PT,Porto,2024-08-08,Restaurante,Não,2024,8,8,False,1.2,18-24
C006275,35,M,PT,Porto,2024-01-19,Hotel,Não,2024,1,19,False,1.7,35-44
C002852,55,F,DE,Estrangeiro,2024-08-07,Hotel,Não,2024,8,7,False,1.2,55-64
C004447,27,M,ES,Estrangeiro,2023-10-03,Restaurante,Não,2023,10,3,False,2.0,25-34
C005820,37,F,PT,Coimbra,2023-05-27,Restaurante,Sim,2023,5,27,True,2.4,35-44
C001299,46,M,PT,Lisboa,2023-12-17,Restaurante,Sim,2023,12,17,True,1.8,45-54
C000427,26,M,PT,Porto,2023-04-12,Restaurante,Sim,2023,4,12,True,2.5,25-34
C003442,32,F,PT,Porto,2024-03-11,Restaurante,Não,2024,3,11,False,1.6,25-34
C000806,37,M,PT,Porto,2023-04-15,Hotel,Sim,2023,4,15,True,2.5,35-44
C002274,42,M,Outro,Estrangeiro,2024-01-07,Ambos,Não,2024,1,7,False,1.8,35-44
C000411,53,M,FR,Estrangeiro,2023-02-14,Restaurante,Não,2023,2,14,False,2.7,45-54
C006694,49,F,PT,Braga,2023-02-23,Hotel,Não,2023,2,23,False,2.7,45-54
C000666,43,M,DE,Estrangeiro,2024-06-20,Restaurante,Não,2024,6,20,False,1.3,35-44
C002463,49,M,ES,Estrangeiro,2024-03-12,Ambos,Sim,2024,3,12,True,1.6,45-54
C000439,18,F,PT,Braga,2024-06-20,Hotel,Não,2024,6,20,False,1.3,18-24
C005526,32,F,DE,Estrangeiro,2024-09-27,Restaurante,Não,2024,9,27,False,1.1,25-34
C007131,40,F,UK,Estrangeiro,2024-07-19,Ambos,Sim,2024,7,19,True,1.2,35-44
C000435,66,F,PT,Coimbra,2024-05-26,Restaurante,Não,2024,5,26,False,1.4,65+
C005266,28,F,PT,Porto,2023-02-18,Restaurante,Não,2023,2,18,False,2.7,25-34
C000752,20,M,PT,Porto,2024-01-18,Restaurante,Não,2024,1,18,False,1.7,18-24
C001953,27,F,PT,Aveiro,2023-01-28,Restaurante,Não,2023,1,28,False,2.7,25-34
C002134,51,F,FR,Estrangeiro,2023-01-22,Hotel,Não,2023,1,22,False,2.7,45-54
C005014,38,M,PT,Porto,2023-12-31,Restaurante,Sim,2023,12,31,True,1.8,35-44
C003160,47,F,UK,Estrangeiro,2023-02-28,Hotel,Não,2023,2,28,False,2.6,45-54
C004776,54,M,FR,Estrangeiro,2024-03-27,Hotel,Não,2024,3,27,False,1.6,45-54
C007836,28,M,ES,Estrangeiro,2023-02-12,Ambos,Sim,2023,2,12,True,2.7,25-34
C006476,51,F,ES,Estrangeiro,2023-07-08,Hotel,Não,2023,7,8,False,2.3,45-54
C003136,49,M,PT,Porto,2023-02-14,Restaurante,Não,2023,2,14,False,2.7,45-54
C001050,64,M,PT,Aveiro,2023-01-10,Restaurante,Não,2023,1,10,False,2.8,55-64
C000627,26,F,PT,Lisboa,2024-10-20,Hotel,Não,2024,10,20,False,1.0,25-34
C001776,20,M,PT,Porto,2024-03-31,Restaurante,Não,2024,3,31,False,1.5,18-24
C003040,38,F,PT,Braga,2023-11-05,Restaurante,Sim,2023,11,5,True,2.0,35-44
C002179,74,M,PT,Lisboa,2023-05-10,Restaurante,Sim,2023,5,10,True,2.4,65+
C001224,48,F,UK,Estrangeiro,2023-09-27,Restaurante,Não,2023,9,27,False,2.1,45-54
C000211,51,M,ES,Estrangeiro,2023-06-10,Ambos,Não,2023,6,10,False,2.4,45-54
C006135,29,M,ES,Estrangeiro,2023-10-19,Restaurante,Não,2023,10,19,False,2.0,25-34
C003962,72,M,PT,Lisboa,2023-06-07,Hotel,Não,2023,6,7,False,2.4,65+
C006823,28,M,PT,Braga,2024-11-28,Restaurante,Sim,2024,11,28,True,0.9,25-34
C000111,18,F,ES,Estrangeiro,2024-06-07,Hotel,Não,2024,6,7,False,1.4,18-24
C000052,35,F,PT,Porto,2024-08-07,Ambos,Sim,2024,8,7,True,1.2,35-44
C001500,51,M,PT,Braga,2024-03-12,Restaurante,Não,2024,3,12,False,1.6,45-54
C001110,72,M,ES,Estrangeiro,2024-03-19,Hotel,Não,2024,3,19,False,1.6,65+
C001465,32,M,ES,Estrangeiro,2023-09-26,Restaurante,Não,2023,9,26,False,2.1,25-34
C007776,51,F,PT,Viseu,2023-01-24,Hotel,Não,2023,1,24,False,2.7,45-54
C002037,48,M,DE,Estrangeiro,2024-04-18,Restaurante,Não,2024,4,18,False,1.5,45-54
C000653,37,F,PT,Aveiro,2023-12-27,Hotel,Não,2023,12,27,False,1.8,35-44
C002338,42,M,PT,Aveiro,2024-01-24,Hotel,Não,2024,1,24,False,1.7,35-44
C002727,58,F,PT,Lisboa,2024-05-22,Restaurante,Não,2024,5,22,False,1.4,55-64
C005598,37,M,PT,Coimbra,2024-10-28,Restaurante,Não,2024,10,28,False,1.0,35-44
C004775,18,F,PT,Lisboa,2024-04-13,Ambos,Não,2024,4,13,False,1.5,18-24
C003856,39,M,PT,Lisboa,2024-12-06,Ambos,Sim,2024,12,6,True,0.9,35-44
C007217,32,F,PT,Braga,2023-12-16,Restaurante,Não,2023,12,16,False,1.8,25-34
C001796,29,F,FR,Estrangeiro,2024-05-31,Restaurante,Sim,2024,5,31,True,1.4,25-34
C001703,52,M,PT,Porto,2023-01-09,Restaurante,Sim,2023,1,9,True,2.8,45-54
C006441,18,M,PT,Lisboa,2024-08-02,Hotel,Não,2024,8,2,False,1.2,18-24
C002670,52,M,FR,Estrangeiro,2023-09-11,Hotel,Não,2023,9,11,False,2.1,45-54
C004592,45,F,DE,Estrangeiro,2024-10-08,Ambos,Sim,2024,10,8,True,1.0,45-54
C003788,27,F,ES,Estrangeiro,2023-03-20,Restaurante,Não,2023,3,20,False,2.6,25-34
C005158,80,M,PT,Porto,2023-04-02,Ambos,Não,2023,4,2,False,2.5,65+
C002946,23,M,UK,Estrangeiro,2024-02-17,Ambos,Sim,2024,2,17,True,1.7,18-24
C001499,58,M,PT,Lisboa,2024-11-25,Restaurante,Não,2024,11,25,False,0.9,55-64
C002942,34,F,PT,Porto,2023-06-25,Hotel,Sim,2023,6,25,True,2.3,25-34
C006925,18,F,UK,Estrangeiro,2024-02-13,Restaurante,Não,2024,2,13,False,1.7,18-24
C006483,27,F,PT,Coimbra,2024-12-22,Restaurante,Não,2024,12,22,False,0.8,25-34
C006218,22,F,DE,Estrangeiro,2023-01-10,Ambos,Sim,2023,1,10,True,2.8,18-24
C006267,43,F,FR,Estrangeiro,2023-01-23,Ambos,Sim,2023,1,23,True,2.7,35-44
C004825,40,F,PT,Lisboa,2023-05-05,Restaurante,Não,2023,5,5,False,2.5,35-44
C005877,18,M,PT,Aveiro,2023-06-13,Hotel,Não,2023,6,13,False,2.3,18-24
C005966,44,F,UK,Estrangeiro,2023-05-28,Restaurante,Não,2023,5,28,False,2.4,35-44
C003976,45,M,FR,Estrangeiro,2024-12-20,Restaurante,Não,2024,12,20,False,0.8,45-54
C005203,44,M,PT,Coimbra,2024-08-06,Hotel,Não,2024,8,6,False,1.2,35-44
C002511,49,M,PT,Aveiro,2023-01-08,Ambos,Sim,2023,1,8,True,2.8,45-54
C002084,18,F,PT,Porto,2023-03-14,Hotel,Não,2023,3,14,False,2.6,18-24
C000706,51,F,ES,Estrangeiro,2023-07-20,Restaurante,Não,2023,7,20,False,2.2,45-54
C001873,37,M,PT,Aveiro,2024-05-19,Restaurante,Não,2024,5,19,False,1.4,35-44
C002517,43,F,PT,Porto,2023-12-31,Restaurante,Não,2023,12,31,False,1.8,35-44
C005580,42,M,ES,Estrangeiro,2023-01-29,Restaurante,Não,2023,1,29,False,2.7,35-44
C004668,68,F,UK,Estrangeiro,2024-10-19,Restaurante,Sim,2024,10,19,True,1.0,65+
C000058,37,F,PT,Lisboa,2023-03-19,Hotel,Não,2023,3,19,False,2.6,35-44
C001919,39,F,ES,Estrangeiro,2023-11-16,Ambos,Sim,2023,11,16,True,1.9,35-44
C007903,48,F,PT,Lisboa,2024-07-28,Restaurante,Sim,2024,7,28,True,1.2,45-54
C003729,22,F,PT,Viseu,2023-12-16,Restaurante,Não,2023,12,16,False,1.8,18-24
C003837,61,M,DE,Estrangeiro,2024-05-06,Restaurante,Não,2024,5,6,False,1.5,55-64
C006409,34,M,PT,Faro,2024-08-29,Restaurante,Não,2024,8,29,False,1.1,25-34
C004841,29,M,PT,Coimbra,2024-01-17,Restaurante,Não,2024,1,17,False,1.8,25-34
C000528,42,M,PT,Porto,2024-01-18,Restaurante,Não,2024,1,18,False,1.7,35-44
C006106,59,M,Outro,Estrangeiro,2024-11-06,Hotel,Não,2024,11,6,False,0.9,55-64
C006484,36,M,PT,Lisboa,2024-04-04,Ambos,Não,2024,4,4,False,1.5,35-44
C003210,49,M,PT,Lisboa,2024-07-21,Restaurante,Sim,2024,7,21,True,1.2,45-54
C006067,28,M,FR,Estrangeiro,2023-12-02,Restaurante,Não,2023,12,2,False,1.9,25-34
C005562,41,F,FR,Estrangeiro,2023-10-27,Restaurante,Não,2023,10,27,False,2.0,35-44
C000566,35,F,ES,Estrangeiro,2024-05-02,Hotel,Não,2024,5,2,False,1.5,35-44
C007511,69,M,PT,Lisboa,2023-04-03,Hotel,Não,2023,4,3,False,2.5,65+
C002863,24,M,PT,Lisboa,2023-11-06,Hotel,Não,2023,11,6,False,1.9,18-24
C007539,30,F,UK,Estrangeiro,2024-09-25,Restaurante,Sim,2024,9,25,True,1.1,25-34
C002184,63,M,FR,Estrangeiro,2024-01-17,Restaurante,Não,2024,1,17,False,1.8,55-64
C006413,18,M,PT,Porto,2024-02-25,Hotel,Não,2024,2,25,False,1.6,18-24
C002035,58,F,UK,Estrangeiro,2024-08-07,Restaurante,Não,2024,8,7,False,1.2,55-64
C000641,36,F,DE,Estrangeiro,2024-12-13,Ambos,Não,2024,12,13,False,0.8,35-44
C002446,46,F,PT,Braga,2023-08-27,Restaurante,Sim,2023,8,27,True,2.1,45-54
C002413,24,M,PT,Porto,2024-12-12,Restaurante,Sim,2024,12,12,True,0.8,18-24
C004004,49,F,ES,Estrangeiro,2023-05-25,Restaurante,Não,2023,5,25,False,2.4,45-54
C000731,45,M,PT,Lisboa,2023-07-31,Restaurante,Não,2023,7,31,False,2.2,45-54
C005790,43,F,ES,Estrangeiro,2023-01-18,Hotel,Sim,2023,1,18,True,2.7,35-44
C004948,20,M,PT,Porto,2024-09-22,Ambos,Não,2024,9,22,False,1.1,18-24
C001965,50,F,PT,Porto,2024-03-22,Ambos,Não,2024,3,22,False,1.6,45-54
C005297,43,M,FR,Estrangeiro,2024-08-15,Ambos,Sim,2024,8,15,True,1.2,35-44
C003480,64,F,ES,Estrangeiro,2024-05-02,Hotel,Sim,2024,5,2,True,1.5,55-64
C002167,29,F,DE,Estrangeiro,2024-03-29,Restaurante,Não,2024,3,29,False,1.6,25-34
C006941,35,M,PT,Lisboa,2024-07-01,Restaurante,Não,2024,7,1,False,1.3,35-44
C007635,71,F,ES,Estrangeiro,2023-02-16,Restaurante,Não,2023,2,16,False,2.7,65+
C000326,22,M,PT,Faro,2023-03-17,Restaurante,Não,2023,3,17,False,2.6,18-24
C001821,39,F,PT,Lisboa,2024-11-20,Ambos,Sim,2024,11,20,True,0.9,35-44
C005022,30,M,ES,Estrangeiro,2024-05-26,Ambos,Não,2024,5,26,False,1.4,25-34
C005160,23,F,PT,Porto,2024-07-24,Hotel,Sim,2024,7,24,True,1.2,18-24
C000291,38,F,UK,Estrangeiro,2024-04-24,Restaurante,Não,2024,4,24,False,1.5,35-44
C001748,50,M,UK,Estrangeiro,2023-04-19,Restaurante,Não,2023,4,19,False,2.5,45-54
C003177,18,M,PT,Braga,2023-07-08,Restaurante,Não,2023,7,8,False,2.3,18-24
C007030,47,M,PT,Porto,2023-10-06,Restaurante,Sim,2023,10,6,True,2.0,45-54
C002751,70,F,DE,Estrangeiro,2023-03-28,Restaurante,Não,2023,3,28,False,2.6,65+
C002373,44,F,PT,Braga,2024-07-19,Restaurante,Não,2024,7,19,False,1.2,35-44
C004478,54,F,PT,Porto,2023-10-18,Restaurante,Não,2023,10,18,False,2.0,45-54
C007753,54,M,UK,Estrangeiro,2024-02-01,Hotel,Não,2024,2,1,False,1.7,45-54
C003103,68,M,PT,Coimbra,2023-01-06,Restaurante,Não,2023,1,6,False,2.8,65+
C005293,18,M,DE,Estrangeiro,2024-12-26,Hotel,Não,2024,12,26,False,0.8,18-24
C003465,44,F,PT,Porto,2023-09-21,Restaurante,Sim,2023,9,21,True,2.1,35-44
C004373,24,F,ES,Estrangeiro,2024-08-03,Restaurante,Sim,2024,8,3,True,1.2,18-24
C007501,69,F,PT,Porto,2024-09-28,Hotel,Não,2024,9,28,False,1.1,65+
C006715,18,M,PT,Lisboa,2024-03-22,Restaurante,Não,2024,3,22,False,1.6,18-24
C006664,18,F,UK,Estrangeiro,2023-04-01,Restaurante,Não,2023,4,1,False,2.5,18-24
C005092,30,F,FR,Estrangeiro,2023-11-12,Ambos,Sim,2023,11,12,True,1.9,25-34
C000865,32,F,Outro,Estrangeiro,2023-03-28,Hotel,Não,2023,3,28,False,2.6,25-34
C007570,32,F,PT,Porto,2023-01-07,Ambos,Não,2023,1,7,False,2.8,25-34
C006779,55,F,PT,Viseu,2023-02-15,Restaurante,Não,2023,2,15,False,2.7,55-64
C003709,48,M,UK,Estrangeiro,2024-01-07,Restaurante,Não,2024,1,7,False,1.8,45-54
C007937,18,M,UK,Estrangeiro,2024-02-10,Restaurante,Sim,2024,2,10,True,1.7,18-24
