reserva_id,cliente_id,data,hora,num_pessoas_mesa,dia_semana,mes,epoca,fim_semana,feriado,evento_cidade,temperatura_exterior,chuva,tinha_reserva,tempo_espera_minutos,tipo_servico,prato_principal,pediu_entrada,pediu_sobremesa,pediu_vinho,pediu_cafe,num_pratos_partilha,tempo_permanencia_minutos,rating,voltou_visitar,gasto_comida,gasto_bebidas,gasto_total
R008740,C005523,2024-04-05,20:15,3,Friday,4,Media,Não,Não,Não,15.0,Sim,Não,4,Menu_Dia,Outro,Sim,Não,Sim,Sim,1,33.0,4.0,Sim,97.96,48.42,146.38
R025462,,2024-06-09,14:15,1,Sunday,6,Alta,Sim,Não,Não,17.6,Não,Não,25,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,106.0,4.0,Não,70.3,11.71,82.01
R025988,,2023-11-07,12:15,2,Tuesday,11,Baixa,Não,Não,Não,13.1,Sim,Sim,8,A_La_Carte,Carne,Sim,Não,Sim,Sim,0,83.0,,Sim,73.84,24.21,98.05
R021406,,2023-07-24,22:45,2,Monday,7,Alta,Não,Não,Não,20.0,Não,Não,19,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,46.0,5.0,Não,57.06,8.57,65.62
R003800,C001725,2024-11-25,21:45,1,Monday,11,Baixa,Não,Não,Não,11.0,Não,Não,17,Menu_Dia,Vegetariano,Sim,Sim,Não,Sim,0,34.0,4.0,Sim,32.18,3.58,35.76
R011582,,2024-03-21,20:15,2,Thursday,3,Baixa,Não,Não,Sim,12.8,Não,Não,10,A_La_Carte,Carne,Sim,Não,Não,Não,0,67.0,3.0,Não,64.91,5.08,69.99
R004253,C003628,2023-05-26,19:30,2,Friday,5,Media,Não,Não,Não,14.0,Sim,Sim,11,Menu_Dia,Peixe,Sim,Sim,Não,Não,0,32.0,5.0,Não,50.4,6.4,56.8
R009548,C000979,2023-02-07,21:00,2,Tuesday,2,Baixa,Não,Não,Não,,Sim,Não,12,Menu_Dia,Peixe,Não,Não,Sim,Não,0,52.0,3.0,Não,35.06,16.91,51.97
R023595,,2024-09-30,12:30,1,Monday,9,Alta,Não,Não,Não,22.9,Não,Não,12,A_La_Carte,Carne,Não,Sim,Não,Sim,0,66.0,3.0,Não,26.35,5.72,32.07
R003367,C001962,2023-09-10,20:30,5,Sunday,9,Alta,Sim,Não,Não,22.0,Não,Sim,7,A_La_Carte,Carne,Não,Sim,Sim,Sim,2,59.0,5.0,Sim,211.23,89.21,300.45
R024464,,2023-05-11,22:45,2,Thursday,5,Media,Não,Não,Não,17.7,Sim,Sim,6,Menu_Dia,Vegetariano,Não,Não,Sim,Sim,2,30.0,4.0,Não,53.34,22.69,76.03
R016304,,2024-11-04,13:00,1,Monday,11,Baixa,Não,Não,Sim,10.4,Não,Não,45,A_La_Carte,Vegetariano,Não,Não,Não,Não,0,76.0,3.0,Não,24.31,2.53,26.84
R009126,C002592,2024-01-08,21:45,2,Monday,1,Baixa,Não,Não,Não,13.3,Sim,Sim,6,A_La_Carte,Vegetariano,Sim,Não,Não,Sim,0,,5.0,Não,69.73,10.22,79.95
R018550,,2024-11-21,21:15,2,Thursday,11,Baixa,Não,Não,Não,10.3,Não,Não,21,Menu_Dia,Peixe,Sim,Não,Sim,Não,0,39.0,3.0,Não,46.65,20.07,66.72
R019135,,2024-12-12,12:30,1,Thursday,12,Baixa,Não,Não,Não,13.3,Não,Não,18,A_La_Carte,Carne,Não,Sim,Não,Não,0,53.0,5.0,Não,29.73,3.25,32.98
R013236,,2024-12-31,21:30,3,Tuesday,12,Baixa,Não,Não,Sim,9.1,Não,Sim,1,Menu_Dia,Carne,Não,Sim,Não,Não,1,38.0,5.0,Não,78.18,6.36,84.55
R012571,,2024-09-21,21:00,2,Saturday,9,Alta,Sim,Não,Não,22.2,Sim,Sim,2,A_La_Carte,Peixe,Sim,Não,Sim,Não,1,90.0,4.0,Não,105.58,18.57,124.15
R016951,,2024-05-25,13:15,2,Saturday,5,Media,Sim,Não,Não,13.0,Sim,Sim,7,Menu_Dia,Vegetariano,Sim,Sim,Não,Não,0,54.0,3.0,Não,54.21,7.44,61.65
R006848,C006266,2023-04-11,19:45,2,Tuesday,4,Media,Não,Não,Não,14.2,Não,Sim,11,Menu_Dia,Carne,Não,Não,Sim,Sim,0,40.0,4.0,Sim,31.08,19.48,50.56
R025572,,2023-02-12,19:15,7,Sunday,2,Baixa,Sim,Não,Não,9.8,Não,Sim,17,Menu_Dia,Carne,Não,Não,Sim,Não,2,57.0,4.0,Não,140.84,113.73,254.57
R005858,C000613,2023-06-04,21:30,1,Sunday,6,Alta,Sim,Não,Não,22.0,Não,Não,15,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,96.0,4.0,Sim,64.37,9.35,73.72
R016367,,2024-10-26,19:15,1,Saturday,10,Media,Sim,Não,Não,13.5,Sim,Não,25,Menu_Degustacao,Outro,Sim,Sim,Sim,Não,0,118.0,4.0,Não,75.08,8.06,83.13
R004716,C001094,2024-09-01,20:30,4,Sunday,9,Alta,Sim,Não,Não,18.6,Não,Sim,7,A_La_Carte,Carne,Sim,Não,Sim,Não,2,79.0,4.0,Sim,148.42,46.32,194.74
R011401,,2023-01-31,12:15,2,Tuesday,1,Baixa,Não,Não,Não,12.8,Não,Sim,3,Menu_Dia,Carne,Não,Não,Sim,Sim,1,39.0,5.0,Não,43.18,17.66,60.85
R012563,,2024-07-16,13:45,1,Tuesday,7,Alta,Não,Não,Não,22.1,Não,Não,26,A_La_Carte,Peixe,Não,Não,Não,Sim,0,77.0,5.0,Não,27.44,4.49,31.94
R011989,,2024-07-16,21:45,1,Tuesday,7,Alta,Não,Não,Não,20.8,Não,Não,27,A_La_Carte,Carne,Sim,Não,Sim,Não,0,82.0,3.0,Não,38.04,9.21,47.25
R005771,C004733,2023-04-16,12:00,5,Sunday,4,Media,Sim,Não,Não,13.2,Sim,Sim,0,A_La_Carte,Carne,Não,Sim,Não,Sim,2,76.0,,Sim,163.14,19.46,182.6
R024250,,2024-01-17,22:00,3,Wednesday,1,Baixa,Não,Não,Não,8.4,Não,Não,34,Menu_Dia,Carne,Não,Não,Não,Não,0,37.0,4.0,Não,43.41,6.41,49.82
R007498,C007678,2024-04-07,12:00,1,Sunday,4,Media,Sim,Não,Não,11.7,Não,Não,27,Menu_Dia,Outro,Não,Sim,Não,Sim,0,62.0,4.0,Sim,23.07,5.52,28.59
R012688,,2023-04-22,22:45,3,Saturday,4,Media,Sim,Não,Não,18.1,Sim,Sim,3,A_La_Carte,Carne,Não,Não,Sim,Sim,0,63.0,4.0,Sim,96.12,76.96,173.08
R008926,C003210,2023-12-15,20:30,1,Friday,12,Baixa,Não,Não,Não,15.2,Sim,Sim,11,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,62.0,5.0,Sim,28.31,10.45,38.76
R021561,,2024-02-18,21:15,4,Sunday,2,Baixa,Sim,Não,Não,10.9,Sim,Não,24,A_La_Carte,Carne,Não,Não,Sim,Não,2,82.0,3.0,Não,118.58,80.0,198.58
R022599,,2023-08-31,19:45,1,Thursday,8,Alta,Não,Não,Não,21.8,Sim,Sim,4,A_La_Carte,Carne,Sim,Não,Não,Sim,0,59.0,4.0,Não,32.04,5.62,37.65
R021451,,2024-08-26,14:15,2,Monday,8,Alta,Não,Não,Não,19.1,Não,Não,24,Menu_Dia,Vegetariano,Não,Não,Não,Não,0,36.0,5.0,Não,30.19,5.78,35.98
R004750,C002608,2023-02-18,20:45,1,Saturday,2,Baixa,Sim,Não,Não,12.5,Sim,Não,36,Menu_Degustacao,Peixe,Sim,Sim,Sim,Não,0,118.0,4.0,Não,78.75,7.59,86.35
R001351,C004815,2023-05-18,14:30,1,Thursday,5,Media,Não,Não,Não,20.9,Não,Não,21,A_La_Carte,Carne,Não,Sim,Sim,Não,0,79.0,2.0,Não,26.13,7.88,34.01
R012075,,2024-07-11,20:30,2,Thursday,7,Alta,Não,Não,Não,18.4,Não,Sim,5,A_La_Carte,Peixe,Não,Sim,Sim,Sim,1,80.0,4.0,Não,77.2,24.79,101.99
R014929,,2024-05-21,19:00,4,Tuesday,5,Media,Não,Não,Não,17.5,Sim,Não,17,A_La_Carte,Carne,Não,Sim,Não,Não,1,48.0,3.0,Não,159.81,8.7,168.51
R002291,C003697,2024-04-29,22:15,2,Monday,4,Media,Não,Não,Não,16.1,Não,Não,28,A_La_Carte,Carne,Sim,Não,Sim,Sim,1,76.0,2.0,Não,99.48,18.11,117.59
R022796,,2024-10-15,19:15,1,Tuesday,10,Media,Não,Não,Não,14.1,Sim,Não,24,Menu_Dia,Carne,Não,Sim,Não,Não,0,42.0,4.0,Não,21.45,2.93,24.38
R004885,C005619,2024-07-27,12:00,2,Saturday,7,Alta,Sim,Não,Não,21.4,Não,Sim,6,A_La_Carte,Peixe,Não,Não,Não,Sim,0,93.0,4.0,Sim,61.28,10.89,72.16
R005261,C007370,2023-04-28,21:30,2,Friday,4,Media,Não,Não,Não,11.7,Sim,Sim,2,A_La_Carte,Carne,Não,Sim,Sim,Não,1,96.0,5.0,Sim,78.05,13.96,92.02
R017682,,2023-08-08,13:15,3,Tuesday,8,Alta,Não,Não,Não,21.6,Não,Não,9,Menu_Degustacao,Outro,Sim,Sim,Sim,Sim,0,87.0,3.0,Não,257.43,76.35,333.78
R020001,,2023-05-05,19:00,2,Friday,5,Media,Não,Não,Não,16.2,Não,Não,9,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,71.0,,Não,57.46,9.86,67.31
R000169,C000674,2023-01-02,13:15,2,Monday,1,Baixa,Não,Não,Não,9.9,Sim,Sim,3,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,83.0,3.0,Não,71.42,19.18,90.61
R024964,,2023-08-26,21:00,2,Saturday,8,Alta,Sim,Não,Não,17.5,Não,Não,20,A_La_Carte,Vegetariano,Não,Não,Sim,Não,2,58.0,5.0,Não,85.07,14.39,99.46
R021086,,2024-01-28,14:15,1,Sunday,1,Baixa,Sim,Não,Não,11.1,Sim,Sim,9,Menu_Dia,Carne,Não,Não,Sim,Sim,0,56.0,4.0,Não,14.1,9.27,23.37
R002362,C007232,2024-01-02,20:00,1,Tuesday,1,Baixa,Não,Não,Não,10.8,Não,Não,11,Menu_Dia,Carne,Não,Sim,Sim,Não,0,45.0,4.0,Sim,25.01,10.89,35.9
R006485,C007601,2024-03-12,14:45,1,Tuesday,3,Baixa,Não,Não,Não,16.6,Sim,Não,11,A_La_Carte,Carne,Não,Sim,Não,Sim,0,57.0,3.0,Não,27.57,4.92,32.49
R019139,,2024-03-13,20:30,2,Wednesday,3,Baixa,Não,Não,Não,12.4,Não,Sim,5,Menu_Degustacao,Carne,Sim,Sim,Sim,Não,0,133.0,4.0,Não,170.62,14.65,185.27
R012779,,2024-02-15,14:30,2,Thursday,2,Baixa,Não,Não,Não,12.3,Não,Não,22,A_La_Carte,Carne,Não,Não,Não,Sim,0,83.0,2.0,Sim,67.59,10.62,78.21
R010773,,2024-03-22,13:45,2,Friday,3,Baixa,Não,Não,Não,15.6,Não,Sim,13,A_La_Carte,Peixe,Sim,Sim,Sim,Não,0,84.0,4.0,Não,80.04,13.08,93.12
R015799,,2024-11-12,13:00,2,Tuesday,11,Baixa,Não,Não,Não,15.2,Não,Não,14,A_La_Carte,Carne,Não,Não,Não,Sim,0,63.0,5.0,Não,50.91,10.03,60.94
R019068,,2024-10-04,20:15,4,Friday,10,Media,Não,Não,Não,18.8,Não,Não,21,A_La_Carte,Peixe,Não,Não,Não,Não,1,56.0,3.0,Não,99.11,15.82,114.93
R018531,,2023-06-25,21:45,3,Sunday,6,Alta,Sim,Não,Sim,20.3,Sim,Sim,1,A_La_Carte,Carne,Não,Não,Sim,Não,1,82.0,,Sim,92.35,68.52,160.87
R019734,,2024-06-22,20:15,2,Saturday,6,Alta,Sim,Não,Sim,21.9,Não,Sim,5,Menu_Dia,Carne,Sim,Sim,Não,Sim,0,38.0,,Não,65.92,9.9,75.82
R005554,C004396,2024-07-08,19:45,2,Monday,7,Alta,Não,Não,Não,26.0,Não,Sim,8,Menu_Dia,Peixe,Não,Sim,Sim,Sim,0,51.0,3.0,Não,36.22,19.0,55.22
R001412,C005036,2023-01-15,21:00,3,Sunday,1,Baixa,Sim,Não,Não,5.2,Não,Sim,3,Menu_Degustacao,Carne,Sim,Sim,Sim,Não,0,121.0,4.0,Não,199.09,70.32,269.41
R010634,,2024-09-18,14:15,4,Wednesday,9,Alta,Não,Não,Não,16.2,Sim,Não,21,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,54.0,2.0,Não,148.31,57.26,205.57
R023584,,2024-11-02,20:15,6,Saturday,11,Baixa,Sim,Não,Não,6.0,Não,Não,29,Menu_Dia,Vegetariano,Sim,Não,Sim,Não,1,45.0,2.0,Não,189.52,103.86,293.37
R011467,,2023-03-01,19:15,2,Wednesday,3,Baixa,Não,Não,Não,14.4,Não,Não,21,A_La_Carte,Peixe,Sim,Sim,Não,Não,0,68.0,2.0,Não,71.1,6.25,77.35
R006613,C000131,2024-12-12,19:30,1,Thursday,12,Baixa,Não,Não,Não,14.3,Não,Sim,6,A_La_Carte,Carne,Não,Sim,Não,Sim,0,88.0,4.0,Não,25.2,5.14,30.34
R022330,,2023-10-27,21:15,2,Friday,10,Media,Não,Não,Não,14.7,Não,Sim,0,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,59.0,,Sim,55.09,17.99,73.08
R008024,C002498,2024-03-03,13:30,4,Sunday,3,Baixa,Sim,Não,Não,9.2,Não,Sim,2,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,1,159.0,4.0,Sim,369.08,68.76,437.84
R008271,C005290,2023-04-24,21:00,2,Monday,4,Media,Não,Não,Não,12.4,Não,Sim,3,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Não,1,109.0,5.0,Não,181.1,16.89,197.99
R020476,,2023-08-19,21:30,4,Saturday,8,Alta,Sim,Não,Não,16.7,Sim,Sim,13,Menu_Dia,Carne,Não,Não,Sim,Não,0,38.0,2.0,Não,52.25,50.47,102.72
R025180,,2023-04-22,13:00,3,Saturday,4,Media,Sim,Não,Não,10.5,Não,Não,6,A_La_Carte,Carne,Não,Não,Sim,Não,2,93.0,3.0,Não,97.47,72.13,169.6
R024609,,2024-01-15,21:45,2,Monday,1,Baixa,Não,Não,Não,11.7,Não,Não,14,A_La_Carte,Carne,Não,Sim,Não,Não,0,57.0,5.0,Não,62.6,7.92,70.52
R025923,,2023-01-27,13:45,2,Friday,1,Baixa,Não,Não,Não,11.1,Não,Sim,4,Menu_Degustacao,Carne,Sim,Sim,Não,Sim,0,107.0,5.0,Não,144.28,8.14,152.42
R021399,,2024-11-08,20:15,3,Friday,11,Baixa,Não,Não,Não,16.1,Não,Não,12,A_La_Carte,Carne,Não,Não,Sim,Não,0,68.0,,Não,59.31,78.45,137.75
R017291,,2023-09-22,19:45,2,Friday,9,Alta,Não,Não,Não,19.7,Não,Sim,3,Menu_Dia,Carne,Não,Não,Sim,Sim,0,44.0,4.0,Não,35.97,20.83,56.79
R018767,,2024-12-04,22:45,2,Wednesday,12,Baixa,Não,Não,Não,14.6,Não,Sim,14,Menu_Dia,Carne,Não,Sim,Sim,Não,0,54.0,4.0,Não,35.32,18.77,54.09
R012705,,2024-07-22,19:30,1,Monday,7,Alta,Não,Não,Não,25.0,Sim,Sim,7,A_La_Carte,Vegetariano,Não,Sim,Não,Não,0,89.0,4.0,Sim,33.37,2.27,35.65
R009481,C002072,2024-09-29,19:30,3,Sunday,9,Alta,Sim,Não,Não,16.3,Não,Não,35,A_La_Carte,Carne,Não,Não,Não,Não,0,,3.0,Não,56.52,8.62,65.14
R006934,C001176,2023-09-24,21:30,2,Sunday,9,Alta,Sim,Não,Não,,Não,Não,11,A_La_Carte,Peixe,Não,Sim,Não,Não,0,59.0,5.0,Sim,67.01,4.29,71.31
R002560,C004689,2024-06-06,22:30,3,Thursday,6,Alta,Não,Não,Não,18.8,Sim,Sim,5,A_La_Carte,Peixe,Sim,Não,Sim,Não,2,91.0,4.0,Sim,126.68,75.13,201.81
R016727,,2023-11-11,20:30,6,Saturday,11,Baixa,Sim,Não,Não,13.5,Não,Sim,6,Menu_Dia,Carne,Sim,Não,Sim,Não,0,30.0,4.0,Não,156.55,63.91,220.46
R012846,,2024-02-20,20:00,2,Tuesday,2,Baixa,Não,Não,Não,14.9,Não,Não,15,A_La_Carte,Carne,Sim,Não,Não,Não,0,78.0,4.0,Não,57.75,4.04,61.79
R018408,,2023-10-20,21:30,3,Friday,10,Media,Não,Não,Não,12.6,Sim,Sim,2,A_La_Carte,Carne,Sim,Não,Sim,Não,0,72.0,3.0,Não,129.14,63.08,192.22
R003427,C006139,2023-08-15,14:30,3,Tuesday,8,Alta,Não,Não,Sim,23.7,Não,Sim,1,Menu_Dia,Peixe,Sim,Sim,Não,Sim,2,47.0,5.0,Sim,116.67,11.41,128.08
R020366,,2023-05-04,20:45,1,Thursday,5,Media,Não,Não,Não,19.7,Não,Não,24,Menu_Dia,Vegetariano,Não,Sim,Sim,Não,0,37.0,,Não,20.77,8.28,29.05
R009210,C001229,2024-06-06,20:15,3,Thursday,6,Alta,Não,Não,Não,23.4,Não,Não,20,Menu_Dia,Peixe,Não,Não,Sim,Sim,1,44.0,5.0,Não,59.64,49.84,109.47
R023252,,2023-06-09,21:15,2,Friday,6,Alta,Não,Não,Não,22.7,Não,Não,5,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,68.0,5.0,Sim,96.35,19.36,115.71
R002443,C000539,2024-08-03,13:30,2,Saturday,8,Alta,Sim,Não,Não,18.9,Sim,Não,11,A_La_Carte,Carne,Não,Não,Sim,Sim,1,61.0,5.0,Sim,69.31,19.42,88.73
R010670,,2023-07-26,13:00,1,Wednesday,7,Alta,Não,Não,Não,,Não,Sim,1,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,116.0,3.0,Não,35.44,5.09,40.54
R001028,C000598,2024-03-06,14:00,3,Wednesday,3,Baixa,Não,Não,Não,9.8,Sim,Sim,5,Menu_Dia,Carne,Não,Sim,Sim,Sim,1,66.0,3.0,Sim,66.35,54.72,121.07
R005071,C006261,2023-06-19,21:45,3,Monday,6,Alta,Não,Não,Não,19.3,Não,Não,5,Menu_Dia,Peixe,Sim,Não,Não,Não,2,33.0,4.0,Sim,92.79,6.55,99.34
R002933,C000015,2024-11-25,14:30,2,Monday,11,Baixa,Não,Não,Não,10.8,Não,Sim,1,A_La_Carte,Peixe,Não,Não,Não,Sim,0,117.0,5.0,Não,57.37,10.4,67.77
R025410,,2023-08-29,19:30,1,Tuesday,8,Alta,Não,Não,Não,22.4,Não,Não,16,Menu_Dia,Peixe,Não,Sim,Sim,Não,0,46.0,3.0,Não,19.35,8.57,27.92
R012844,,2024-11-27,19:15,2,Wednesday,11,Baixa,Não,Não,Não,10.1,Sim,Não,28,Menu_Dia,Peixe,Não,Não,Não,Sim,0,38.0,5.0,Não,26.17,9.2,35.37
R022730,,2023-12-15,13:15,2,Friday,12,Baixa,Não,Não,Não,13.5,Sim,Não,14,A_La_Carte,Carne,Não,Sim,Não,Sim,0,79.0,3.0,Não,55.54,7.27,62.81
R006092,C005792,2023-05-02,19:30,3,Tuesday,5,Media,Não,Não,Não,16.3,Sim,Não,11,Menu_Dia,Carne,Sim,Sim,Sim,Sim,0,43.0,4.0,Sim,84.36,79.72,164.08
R000656,C006004,2024-10-06,22:30,8,Sunday,10,Media,Sim,Não,Não,19.8,Não,Sim,2,Menu_Dia,Vegetariano,Não,Não,Sim,Sim,0,64.0,3.0,Não,143.39,165.85,309.24
R002343,C004564,2023-10-03,19:00,2,Tuesday,10,Media,Não,Não,Não,19.6,Sim,Não,4,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,100.0,5.0,Não,79.63,20.2,99.83
R018784,,2023-03-02,20:15,2,Thursday,3,Baixa,Não,Não,Não,11.6,Não,Sim,6,Menu_Dia,Carne,Não,Sim,Não,Sim,0,40.0,4.0,Não,39.03,9.87,48.91
R018318,,2023-01-28,22:00,2,Saturday,1,Baixa,Sim,Não,Não,11.6,Não,Não,38,Menu_Dia,Carne,Sim,Sim,Sim,Não,0,49.0,2.0,Não,60.57,13.89,74.46
R022728,,2023-08-03,22:00,4,Thursday,8,Alta,Não,Não,Não,23.9,Não,Não,16,Menu_Dia,Vegetariano,Sim,Não,Não,Não,1,46.0,5.0,Não,112.36,9.79,122.15
R022565,,2024-09-21,13:30,7,Saturday,9,Alta,Sim,Não,Não,21.9,Não,Sim,5,Menu_Dia,Carne,Sim,Não,Sim,Sim,2,33.0,4.0,Sim,199.64,135.56,335.2
R010109,C004878,2024-11-10,22:45,2,Sunday,11,Baixa,Sim,Não,Não,12.9,Não,Sim,4,A_La_Carte,Vegetariano,Sim,Sim,Sim,Não,2,,3.0,Não,86.23,16.52,102.75
R023315,,2023-09-12,21:00,1,Tuesday,9,Alta,Não,Não,Sim,20.9,Sim,Não,41,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,47.0,3.0,Não,47.44,7.87,55.31
R010871,,2024-02-01,21:15,3,Thursday,2,Baixa,Não,Não,Não,12.5,Sim,Sim,4,A_La_Carte,Carne,Não,Não,Sim,Não,0,77.0,5.0,Não,96.5,74.68,171.18
R018068,,2024-09-07,22:15,2,Saturday,9,Alta,Sim,Não,Não,22.9,Sim,Sim,25,A_La_Carte,Carne,Sim,Não,Sim,Não,1,46.0,2.0,Não,100.5,16.02,116.51
R011523,,2023-06-06,21:15,4,Tuesday,6,Alta,Não,Não,Não,21.1,Não,Não,16,Menu_Dia,Carne,Sim,Não,Não,Não,2,62.0,5.0,Não,130.12,11.0,141.12
R019561,,2024-06-09,21:00,2,Sunday,6,Alta,Sim,Não,Não,19.1,Não,Sim,4,Menu_Dia,Peixe,Não,Sim,Sim,Não,0,56.0,5.0,Não,39.24,13.05,52.29
R025487,,2024-01-09,19:30,2,Tuesday,1,Baixa,Não,Não,Não,8.9,Não,Não,21,Menu_Dia,Carne,Sim,Não,Sim,Sim,1,,3.0,Não,64.55,19.2,83.76
R017051,,2023-08-25,21:30,2,Friday,8,Alta,Não,Não,Não,24.3,Não,Não,31,A_La_Carte,Peixe,Não,Não,Não,Não,1,90.0,4.0,Não,57.31,7.57,64.87
R015866,,2023-05-07,14:45,3,Sunday,5,Media,Sim,Não,Não,14.4,Sim,Não,35,A_La_Carte,Peixe,Não,Não,Não,Sim,0,77.0,,Não,103.74,13.33,117.07
R005524,C003606,2023-06-27,21:15,2,Tuesday,6,Alta,Não,Não,Não,20.9,Não,Não,13,A_La_Carte,Carne,Sim,Não,Sim,Não,0,88.0,5.0,Sim,66.4,18.21,84.61
R007468,C007253,2024-07-02,19:45,3,Tuesday,7,Alta,Não,Não,Não,24.7,Sim,Sim,4,Menu_Dia,Vegetariano,Sim,Não,Sim,Sim,0,46.0,4.0,Sim,78.38,65.8,144.18
R011611,,2024-08-17,12:30,2,Saturday,8,Alta,Sim,Não,Não,24.7,Não,Não,34,Menu_Dia,Peixe,Não,Sim,Não,Não,1,46.0,4.0,Não,52.56,6.27,58.84
R002389,C000124,2023-02-20,14:45,2,Monday,2,Baixa,Não,Não,Não,15.0,Não,Não,8,A_La_Carte,Peixe,Não,Não,Não,Sim,0,68.0,4.0,Não,53.09,7.49,60.57
R000279,C006909,2023-12-21,21:45,1,Thursday,12,Baixa,Não,Não,Sim,12.3,Não,Não,2,Menu_Dia,Carne,Não,Não,Sim,Não,0,44.0,4.0,Não,12.11,10.13,22.24
R014886,,2023-09-21,14:15,3,Thursday,9,Alta,Não,Não,Não,,Sim,Sim,5,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,80.0,5.0,Não,93.98,55.04,149.02
R025780,,2023-08-20,14:15,2,Sunday,8,Alta,Sim,Não,Não,18.8,Sim,Sim,8,A_La_Carte,Peixe,Sim,Sim,Não,Sim,1,106.0,3.0,Não,111.4,7.44,118.84
R011375,,2024-05-12,20:15,5,Sunday,5,Media,Sim,Não,Não,15.1,Não,Sim,4,A_La_Carte,Vegetariano,Sim,Sim,Não,Não,1,78.0,5.0,Não,201.91,16.23,218.14
R003319,C000618,2024-03-19,21:45,1,Tuesday,3,Baixa,Não,Não,Não,14.6,Não,Sim,11,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,68.0,5.0,Sim,39.46,6.13,45.59
R001636,C006643,2023-10-15,13:30,5,Sunday,10,Media,Sim,Não,Não,14.2,Não,Sim,1,A_La_Carte,Peixe,Sim,Sim,Não,Sim,1,86.0,4.0,Não,190.87,23.29,214.15
R009411,C002479,2023-10-06,22:30,2,Friday,10,Media,Não,Não,Não,22.1,Não,Sim,7,Menu_Dia,Carne,Sim,Não,Não,Sim,0,66.0,5.0,Não,42.49,8.6,51.09
R008919,C001445,2024-03-07,21:45,2,Thursday,3,Baixa,Não,Não,Não,12.9,Não,Não,13,Menu_Degustacao,Carne,Sim,Sim,Sim,Não,1,116.0,4.0,Não,164.81,16.64,181.44
R017822,,2024-02-26,20:00,2,Monday,2,Baixa,Não,Não,Sim,6.5,Sim,Não,30,Menu_Dia,Carne,Sim,Não,Sim,Não,1,38.0,4.0,Não,59.75,17.28,77.04
R007526,C004739,2023-04-21,21:00,3,Friday,4,Media,Não,Não,Não,19.5,Não,Sim,3,Menu_Degustacao,Peixe,Sim,Sim,Sim,Sim,1,136.0,3.0,Sim,284.25,49.1,333.34
R018469,,2024-07-17,21:00,3,Wednesday,7,Alta,Não,Não,Não,23.6,Não,Sim,10,Menu_Dia,Peixe,Não,Não,Não,Sim,1,42.0,,Não,68.56,12.01,80.57
R025777,,2024-02-25,20:30,3,Sunday,2,Baixa,Sim,Não,Não,10.9,Não,Não,38,Menu_Dia,Outro,Sim,Sim,Sim,Não,2,38.0,5.0,Não,123.1,77.86,200.95
R020428,,2024-02-04,12:30,5,Sunday,2,Baixa,Sim,Não,Não,11.2,Sim,Não,15,Menu_Dia,Peixe,Sim,Não,Não,Sim,1,,3.0,Não,131.95,21.5,153.45
R016108,,2023-05-07,14:15,6,Sunday,5,Media,Sim,Não,Não,18.3,Não,Não,11,Menu_Dia,Peixe,Não,Não,Não,Sim,1,39.0,3.0,Não,122.49,23.77,146.27
R022020,,2023-07-11,20:30,2,Tuesday,7,Alta,Não,Não,Não,16.0,Sim,Sim,3,Menu_Dia,Carne,Sim,Sim,Sim,Não,0,62.0,4.0,Sim,56.66,18.98,75.64
R025750,,2024-02-13,20:15,1,Tuesday,2,Baixa,Não,Não,Não,6.6,Sim,Não,27,Menu_Dia,Carne,Não,Sim,Sim,Não,0,47.0,3.0,Sim,21.07,10.02,31.08
R017472,,2023-03-08,12:00,1,Wednesday,3,Baixa,Não,Não,Não,15.0,Não,Sim,5,Menu_Dia,Carne,Não,Sim,Não,Não,0,37.0,3.0,Não,22.01,3.02,25.03
R020569,,2023-01-25,22:45,4,Wednesday,1,Baixa,Não,Não,Não,7.0,Sim,Não,16,Menu_Dia,Peixe,Sim,Não,Sim,Sim,0,30.0,3.0,Não,112.16,60.05,172.2
R001132,C001687,2024-12-06,21:30,3,Friday,12,Baixa,Não,Não,Não,12.7,Não,Não,13,Menu_Dia,Carne,Sim,Não,Sim,Sim,1,33.0,4.0,Sim,95.08,61.68,156.76
R002266,C005135,2024-09-18,14:15,2,Wednesday,9,Alta,Não,Não,Não,20.6,Não,Sim,4,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,105.0,5.0,Sim,126.6,21.78,148.39
R002042,C003982,2024-01-11,21:30,1,Thursday,1,Baixa,Não,Não,Não,5.1,Não,Não,21,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,91.0,4.0,Sim,45.07,11.77,56.84
