cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual
C006823,28,M,PT,Braga,2024-11-28,Restaurante,Sim
C000111,18,F,ES,,2024-06-07,Hotel,Não
C000052,35,F,PT,Porto,2024-08-07,Ambos,Sim
C001500,51,M,PT,Braga,2024-03-12,Restaurante,Não
C001110,72,M,ES,,2024-03-19,Hotel,Não
C001465,32,M,ES,,2023-09-26,Restaurante,Não
C007776,51,F,PT,Viseu,2023-01-24,Hotel,Não
C002037,48,M,DE,,2024-04-18,Restaurante,Não
C000653,37,F,PT,Aveiro,2023-12-27,Hotel,Não
C002338,42,M,PT,Aveiro,2024-01-24,Hotel,Não
C002727,58,F,PT,Lisboa,2024-05-22,Restaurante,Não
C005598,37,M,PT,Coimbra,2024-10-28,Restaurante,Não
C004775,18,F,PT,Lisboa,2024-04-13,Ambos,Não
C003856,39,M,PT,Lisboa,2024-12-06,Ambos,Sim
C007217,32,F,PT,Braga,2023-12-16,Restaurante,Não
C001796,29,F,FR,,2024-05-31,Restaurante,Sim
C001703,52,M,PT,Porto,2023-01-09,Restaurante,Sim
C006441,18,M,PT,Lisboa,2024-08-02,Hotel,Não
C002670,52,M,FR,,2023-09-11,Hotel,Não
C004592,45,F,DE,,2024-10-08,Ambos,Sim
C003788,27,F,ES,,2023-03-20,Restaurante,Não
C005158,80,M,PT,Porto,2023-04-02,Ambos,Não
C002946,23,M,UK,,2024-02-17,Ambos,Sim
C001499,58,M,PT,Lisboa,2024-11-25,Restaurante,Não
C002942,34,F,PT,Porto,2023-06-25,Hotel,Sim
C006925,18,F,UK,,2024-02-13,Restaurante,Não
C006483,27,F,PT,Coimbra,2024-12-22,Restaurante,Não
C006218,22,F,DE,,2023-01-10,Ambos,Sim
C006267,43,F,FR,,2023-01-23,Ambos,Sim
C004825,40,F,PT,Lisboa,2023-05-05,Restaurante,Não
C005877,18,M,PT,Aveiro,2023-06-13,Hotel,Não
C005966,44,F,UK,,2023-05-28,Restaurante,Não
C003976,45,M,FR,,2024-12-20,Restaurante,Não
C005203,44,M,PT,Coimbra,2024-08-06,Hotel,Não
C002511,49,M,PT,Aveiro,2023-01-08,Ambos,Sim
C002084,18,F,PT,Porto,2023-03-14,Hotel,Não
C000706,51,F,ES,,2023-07-20,Restaurante,Não
C001873,37,M,PT,Aveiro,2024-05-19,Restaurante,Não
C002517,43,F,PT,Porto,2023-12-31,Restaurante,Não
C005580,42,M,ES,,2023-01-29,Restaurante,Não
C004668,68,F,UK,,2024-10-19,Restaurante,Sim
C000058,37,F,PT,Lisboa,2023-03-19,Hotel,Não
C001919,39,F,ES,,2023-11-16,Ambos,Sim
C007903,48,F,PT,Lisboa,2024-07-28,Restaurante,Sim
C003729,22,F,PT,Viseu,2023-12-16,Restaurante,Não
C003837,61,M,DE,,2024-05-06,Restaurante,Não
C006409,34,M,PT,Faro,2024-08-29,Restaurante,Não
C004841,29,M,PT,Coimbra,2024-01-17,Restaurante,Não
C000528,42,M,PT,Porto,2024-01-18,Restaurante,Não
C006106,59,M,Outro,,2024-11-06,Hotel,Não
C006484,36,M,PT,Lisboa,2024-04-04,Ambos,Não
C003210,49,M,PT,Lisboa,2024-07-21,Restaurante,Sim
C006067,28,M,FR,,2023-12-02,Restaurante,Não
C005562,41,F,FR,,2023-10-27,Restaurante,Não
C000566,35,F,ES,,2024-05-02,Hotel,Não
C007511,69,M,PT,Lisboa,2023-04-03,Hotel,Não
C002863,24,M,PT,Lisboa,2023-11-06,Hotel,Não
C007539,30,F,UK,,2024-09-25,Restaurante,Sim
C002184,63,M,FR,,2024-01-17,Restaurante,Não
C006413,18,M,PT,Porto,2024-02-25,Hotel,Não
C002035,58,F,UK,,2024-08-07,Restaurante,Não
C000641,36,F,DE,,2024-12-13,Ambos,Não
C002446,46,F,PT,Braga,2023-08-27,Restaurante,Sim
C002413,24,M,PT,Porto,2024-12-12,Restaurante,Sim
C004004,49,F,ES,,2023-05-25,Restaurante,Não
C000731,45,M,PT,Lisboa,2023-07-31,Restaurante,Não
C005790,43,F,ES,,2023-01-18,Hotel,Sim
C004948,20,M,PT,Porto,2024-09-22,Ambos,Não
C001965,50,F,PT,Porto,2024-03-22,Ambos,Não
C005297,43,M,FR,,2024-08-15,Ambos,Sim
C003480,64,F,ES,,2024-05-02,Hotel,Sim
C002167,29,F,DE,,2024-03-29,Restaurante,Não
C006941,35,M,PT,Lisboa,2024-07-01,Restaurante,Não
C007635,71,F,ES,,2023-02-16,Restaurante,Não
C000326,22,M,PT,Faro,2023-03-17,Restaurante,Não
C001821,39,F,PT,Lisboa,2024-11-20,Ambos,Sim
C005022,30,M,ES,,2024-05-26,Ambos,Não
C005160,23,F,PT,Porto,2024-07-24,Hotel,Sim
C000291,38,F,UK,,2024-04-24,Restaurante,Não
C001748,50,M,UK,,2023-04-19,Restaurante,Não
C003177,18,M,PT,Braga,2023-07-08,Restaurante,Não
C007030,47,M,PT,Porto,2023-10-06,Restaurante,Sim
C002751,70,F,DE,,2023-03-28,Restaurante,Não
C002373,44,F,PT,Braga,2024-07-19,Restaurante,Não
C004478,54,F,PT,Porto,2023-10-18,Restaurante,Não
C007753,54,M,UK,,2024-02-01,Hotel,Não
C003103,68,M,PT,Coimbra,2023-01-06,Restaurante,Não
C005293,18,M,DE,,2024-12-26,Hotel,Não
C003465,44,F,PT,Porto,2023-09-21,Restaurante,Sim
C004373,24,F,ES,,2024-08-03,Restaurante,Sim
C007501,69,F,PT,Porto,2024-09-28,Hotel,Não
C006715,18,M,PT,Lisboa,2024-03-22,Restaurante,Não
C006664,18,F,UK,,2023-04-01,Restaurante,Não
C005092,30,F,FR,,2023-11-12,Ambos,Sim
C000865,32,F,Outro,,2023-03-28,Hotel,Não
C007570,32,F,PT,Porto,2023-01-07,Ambos,Não
C006779,55,F,PT,Viseu,2023-02-15,Restaurante,Não
C003709,48,M,UK,,2024-01-07,Restaurante,Não
C007937,18,M,UK,,2024-02-10,Restaurante,Sim
C000372,49,F,FR,,2023-08-15,Restaurante,Não
C003478,18,F,PT,Braga,2024-12-30,Restaurante,Sim
C002390,58,M,PT,Lisboa,2023-01-12,Ambos,Sim
C006319,57,M,Outro,,2023-08-29,Restaurante,Não
C006285,32,M,PT,Coimbra,2023-10-03,Restaurante,Não
C005664,18,F,ES,,2024-08-17,Hotel,Não
C004488,32,F,FR,,2023-10-06,Restaurante,Sim
C007670,41,F,PT,Porto,2024-07-11,Hotel,Sim
C001361,41,F,PT,Porto,2023-11-07,Restaurante,Não
C000912,45,M,PT,Lisboa,2023-12-06,Restaurante,Não
C005142,50,M,ES,,2024-02-10,Restaurante,Sim
C004296,18,F,PT,Porto,2024-06-08,Restaurante,Não
C007977,26,F,ES,,2023-02-07,Ambos,Sim
C004603,68,F,FR,,2023-05-18,Restaurante,Sim
C000965,40,F,PT,Coimbra,2023-06-01,Ambos,Sim
C001424,28,F,FR,,2023-03-01,Hotel,Não
C000123,64,F,PT,Lisboa,2023-08-07,Restaurante,Não
C000480,59,F,UK,,2024-12-29,Ambos,Sim
C000663,41,M,PT,Aveiro,2024-07-02,Restaurante,Não
C006693,38,F,FR,,2023-01-29,Restaurante,Não
C002190,51,M,FR,,2024-06-16,Restaurante,Não
C005215,47,M,PT,Braga,2024-08-29,Hotel,Não
C002132,42,M,PT,Braga,2024-04-29,Ambos,Não
C000440,41,F,PT,Lisboa,2024-06-03,Hotel,Não
C001380,71,F,PT,Coimbra,2023-12-05,Hotel,Não
C001444,21,M,FR,,2024-12-07,Restaurante,Não
C004380,29,F,PT,Porto,2024-05-28,Restaurante,Não
C004336,31,F,UK,,2023-10-21,Restaurante,Não
C001478,48,M,UK,,2023-10-22,Ambos,Sim
C006750,39,F,UK,,2023-05-16,Hotel,Não
C001174,40,M,ES,,2024-09-25,Ambos,Sim
C004535,53,M,DE,,2024-03-11,Hotel,Não
C005410,59,M,ES,,2024-08-07,Restaurante,Não
C002447,46,M,PT,Braga,2023-05-08,Restaurante,Não
C003949,37,F,Outro,,2023-12-12,Restaurante,Não
C003086,46,F,PT,Lisboa,2024-11-05,Ambos,Sim
C000280,35,F,PT,Braga,2024-12-03,Ambos,Não
C002581,47,M,PT,Porto,2024-05-15,Restaurante,Não
C004626,62,M,Outro,,2024-03-01,Restaurante,Não
C001102,18,F,FR,,2023-02-16,Restaurante,Não
C006225,50,M,UK,,2023-05-14,Hotel,Não
C001695,44,F,DE,,2024-04-04,Restaurante,Não
C002143,44,F,PT,Lisboa,2024-05-20,Hotel,Não
C003318,26,F,PT,Porto,2023-10-29,Restaurante,Não
C002424,41,M,PT,Porto,2024-10-12,Hotel,Não
C006286,32,F,PT,Viseu,2023-02-28,Hotel,Não
C005071,23,F,FR,,2024-07-16,Hotel,Não
C000578,54,F,FR,,2023-01-15,Hotel,Sim
C000060,57,M,PT,Outro,2023-01-16,Restaurante,Sim
C000788,49,F,UK,,2024-07-01,Restaurante,Não
C002544,37,F,FR,,2023-07-12,Hotel,Não
C005832,40,F,ES,,2024-01-01,Restaurante,Não
C005109,24,M,PT,Braga,2024-02-10,Restaurante,Não
C004305,21,F,FR,,2023-02-07,Ambos,Não
C007085,37,F,PT,Porto,2024-01-27,Hotel,Não
C005361,41,M,PT,Porto,2023-08-07,Restaurante,Sim
C007512,80,F,ES,,2023-02-28,Hotel,Não
C007554,23,M,PT,Porto,2023-03-03,Ambos,Não
C003908,19,M,FR,,2024-08-05,Ambos,Sim
C007498,75,F,PT,Porto,2024-03-10,Restaurante,Não
C006404,50,M,PT,Lisboa,2023-12-09,Hotel,Não
C005164,42,F,PT,Faro,2023-06-10,Ambos,Sim
C006794,32,F,FR,,2023-10-14,Restaurante,Não
C000185,38,M,PT,Lisboa,2024-07-22,Restaurante,Não
C002471,59,M,FR,,2024-03-13,Restaurante,Não
C002516,47,M,DE,,2024-11-12,Hotel,Não
C000421,74,M,FR,,2024-06-12,Restaurante,Não
C000554,46,F,PT,Lisboa,2023-10-08,Hotel,Não
C001398,26,M,PT,Porto,2024-07-25,Restaurante,Não
C007157,60,F,UK,,2024-08-21,Restaurante,Não
C002408,55,M,PT,Braga,2023-10-26,Restaurante,Sim
C006829,39,M,UK,,2023-01-28,Ambos,Sim
C001761,68,F,PT,Coimbra,2024-05-02,Restaurante,Não
C007522,18,F,UK,,2024-01-17,Restaurante,Não
C000298,46,F,DE,,2023-08-15,Hotel,Não
C000444,40,M,FR,,2023-12-07,Restaurante,Não
C003539,41,F,FR,,2023-11-11,Restaurante,Não
C001120,58,M,PT,Braga,2023-10-25,Restaurante,Sim
C002674,33,M,PT,Coimbra,2023-04-16,Restaurante,Não
C002606,39,F,ES,,2023-06-17,Ambos,Não
C001922,53,F,PT,Outro,2024-05-18,Hotel,Não
C000656,42,M,FR,,2024-02-27,Restaurante,Não
C004709,57,M,ES,,2023-10-13,Restaurante,Não
C005532,30,F,DE,,2024-12-13,Restaurante,Sim
C003044,45,F,ES,,2024-12-02,Restaurante,Não
C004240,40,F,PT,Porto,2023-03-25,Hotel,Não
C006204,71,M,ES,,2023-11-04,Ambos,Não
C004051,30,F,PT,Lisboa,2023-03-13,Hotel,Não
C006705,38,F,PT,Lisboa,2024-01-01,Restaurante,Sim
C006221,61,F,PT,Lisboa,2023-09-18,Hotel,Não
C000559,48,F,FR,,2023-08-08,Restaurante,Não
C006740,25,F,PT,Lisboa,2023-05-03,Hotel,Não
C001372,69,F,PT,Porto,2023-05-20,Restaurante,Não
C000908,53,F,DE,,2024-07-31,Ambos,Sim
C004011,42,F,ES,,2024-04-29,Restaurante,Sim
C001434,32,F,ES,,2024-06-30,Restaurante,Sim
C007799,44,F,ES,,2024-11-15,Ambos,Sim
C004413,25,F,FR,,2023-12-31,Hotel,Não
C005029,62,F,PT,Lisboa,2024-05-21,Hotel,Não
C005965,63,F,PT,Porto,2023-03-22,Hotel,Não
C000927,33,F,PT,Aveiro,2023-09-01,Hotel,Não
C003197,53,F,DE,,2023-12-03,Hotel,Não
C000016,33,F,PT,Braga,2024-01-09,Ambos,Sim
C007241,53,M,PT,Porto,2024-03-23,Restaurante,Não
C007287,59,F,PT,Outro,2024-09-14,Restaurante,Não
C005703,42,M,PT,Porto,2024-09-17,Hotel,Não
C001162,78,F,PT,Porto,2024-10-29,Ambos,Não
C003591,59,M,DE,,2024-04-28,Ambos,Sim
C004248,77,F,PT,Lisboa,2023-08-12,Restaurante,Não
C007324,45,M,PT,Aveiro,2024-05-15,Ambos,Sim
C004935,34,F,PT,Porto,2024-03-10,Hotel,Não
C005588,18,F,ES,,2023-07-13,Restaurante,Não
C003923,36,M,PT,Faro,2023-02-24,Restaurante,Não
C001363,43,F,PT,Lisboa,2024-12-05,Hotel,Não
C001213,30,F,PT,Lisboa,2023-04-03,Hotel,Não
C001877,33,F,ES,,2024-08-12,Restaurante,Não
C002518,18,F,UK,,2023-01-04,Restaurante,Não
C003035,42,M,UK,,2024-10-14,Hotel,Não
C006222,41,M,PT,Porto,2024-12-22,Hotel,Não
C007334,64,F,PT,Faro,2023-10-16,Restaurante,Não
C001171,54,M,ES,,2023-08-22,Restaurante,Sim
C006330,43,F,PT,Porto,2024-08-21,Hotel,Não
C006520,47,F,PT,Faro,2024-07-10,Hotel,Não
C003893,29,M,PT,Coimbra,2024-05-02,Restaurante,Não
C001834,46,M,PT,Lisboa,2023-06-20,Ambos,Sim
C004992,52,F,ES,,2024-10-25,Restaurante,Não
C001860,46,F,PT,Coimbra,2024-03-10,Hotel,Não
C003205,26,F,ES,,2024-11-12,Ambos,Sim
C004013,26,M,DE,,2024-12-05,Restaurante,Não
C004191,48,M,PT,Faro,2024-06-05,Restaurante,Não
C003716,39,F,PT,Porto,2023-11-04,Ambos,Sim
C005720,18,M,ES,,2023-01-02,Hotel,Não
C000388,72,F,DE,,2024-08-08,Restaurante,Não
C005112,80,F,PT,Coimbra,2023-01-14,Restaurante,Não
C001033,48,M,UK,,2024-06-27,Hotel,Não
C005483,43,M,ES,,2024-02-03,Restaurante,Não
C006385,49,F,PT,Lisboa,2024-12-24,Restaurante,Não
C003835,26,M,PT,Lisboa,2023-09-03,Restaurante,Não
C005213,39,M,PT,Lisboa,2023-07-09,Restaurante,Sim
C000932,72,M,PT,Aveiro,2023-06-20,Restaurante,Não
C004236,23,F,PT,Porto,2024-02-21,Restaurante,Não
C000692,60,M,FR,,2023-03-26,Hotel,Não
C001892,42,M,DE,,2024-05-06,Hotel,Não
C003758,74,F,PT,Porto,2024-04-14,Ambos,Não
C004333,54,F,Outro,,2023-12-08,Restaurante,Não
C006362,59,M,UK,,2024-11-20,Hotel,Não
C002493,34,M,UK,,2023-06-19,Restaurante,Não
C006770,31,F,PT,Lisboa,2024-09-16,Restaurante,Não
C000045,18,M,FR,,2024-02-13,Ambos,Sim
C005363,42,M,PT,Faro,2023-03-02,Hotel,Não
C002264,24,F,FR,,2024-07-05,Hotel,Não
C007058,41,F,UK,,2023-11-03,Hotel,Não
C003396,19,M,PT,Outro,2024-07-18,Restaurante,Sim
C005041,49,M,ES,,2024-08-10,Hotel,Não
C003015,32,M,PT,Lisboa,2023-08-14,Hotel,Não
C001684,47,F,PT,Porto,2024-12-18,Hotel,Não
C005975,49,M,PT,Lisboa,2024-02-24,Ambos,Sim
C007853,47,F,PT,Braga,2023-07-08,Restaurante,Não
C000064,22,F,DE,,2024-04-10,Restaurante,Não
C003460,23,M,DE,,2024-06-20,Hotel,Não
C004804,30,M,UK,,2023-08-16,Restaurante,Não
C003425,18,F,PT,Aveiro,2023-05-17,Hotel,Não
C000228,24,F,PT,Lisboa,2023-04-18,Hotel,Não
C004126,24,M,FR,,2023-12-09,Restaurante,Não
C005015,43,M,ES,,2024-03-26,Restaurante,Não
C005389,20,M,ES,,2023-07-27,Restaurante,Sim
C007350,64,M,PT,Braga,2024-04-28,Hotel,Não
C000970,19,M,DE,,2024-07-30,Restaurante,Não
C001806,18,F,FR,,2023-01-02,Restaurante,Sim
C004211,37,M,PT,Aveiro,2023-10-26,Restaurante,Não
C003413,73,M,DE,,2024-08-04,Restaurante,Não
C004246,18,F,ES,,2024-01-17,Ambos,Sim
C005682,36,M,ES,,2023-06-26,Restaurante,Sim
C002699,51,M,DE,,2023-03-11,Restaurante,Sim
C006805,28,F,PT,Braga,2024-08-16,Restaurante,Não
C001861,39,F,PT,Braga,2023-03-30,Restaurante,Não
C003979,51,F,ES,,2023-10-20,Restaurante,Não
C005129,44,M,PT,Faro,2024-02-12,Ambos,Sim
C007938,80,M,UK,,2023-03-29,Hotel,Não
C002834,37,M,PT,Aveiro,2024-02-11,Ambos,Não
C000253,75,F,PT,Braga,2024-10-29,Restaurante,Não
C003816,18,M,PT,Braga,2023-03-25,Restaurante,Não
C007995,30,F,PT,Porto,2023-12-17,Restaurante,Não
C001790,63,M,PT,Viseu,2024-05-15,Restaurante,Não
C006610,45,M,PT,Lisboa,2024-02-15,Ambos,Sim
C002060,45,F,PT,Porto,2023-02-15,Restaurante,Não
C006900,18,F,DE,,2023-01-02,Hotel,Sim
C002856,33,M,PT,Lisboa,2023-06-01,Restaurante,Sim
C005782,31,F,PT,Braga,2024-07-07,Hotel,Não
C001903,60,M,PT,Lisboa,2023-04-03,Ambos,Não
C002120,38,F,ES,,2024-10-27,Hotel,Não
C005906,35,F,ES,,2023-08-03,Restaurante,Não
C002684,53,M,PT,Braga,2023-11-26,Restaurante,Não
C006786,35,F,PT,Viseu,2023-10-01,Restaurante,Sim
C005528,42,F,PT,Outro,2024-04-30,Restaurante,Não
C004568,22,F,PT,Lisboa,2024-01-06,Ambos,Sim
C000076,55,F,PT,Faro,2023-03-16,Ambos,Não
C006957,43,M,PT,Porto,2024-08-25,Restaurante,Não
C000431,23,F,ES,,2023-03-23,Hotel,Não
C004088,43,F,PT,Braga,2023-06-13,Restaurante,Não
C004435,33,M,PT,Coimbra,2023-03-18,Restaurante,Não
C007808,69,M,PT,Faro,2023-01-18,Hotel,Não
C003711,19,M,PT,Porto,2023-06-19,Restaurante,Sim
C005711,43,F,ES,,2024-06-23,Ambos,Sim
C005341,25,F,UK,,2023-08-20,Hotel,Não
C006592,23,M,PT,Coimbra,2023-09-04,Restaurante,Não
C002302,26,F,UK,,2024-12-11,Restaurante,Sim
C005020,48,M,PT,Porto,2024-09-01,Hotel,Não
C000241,29,F,DE,,2024-10-25,Restaurante,Não
C000784,51,F,ES,,2023-10-12,Ambos,Sim
C001355,32,F,PT,Viseu,2023-10-06,Ambos,Não
C004457,23,F,PT,Braga,2023-07-17,Restaurante,Não
C000978,18,F,PT,Lisboa,2024-12-13,Restaurante,Não
C000810,27,M,PT,Aveiro,2024-10-05,Restaurante,Não
C002169,38,M,PT,Lisboa,2023-06-18,Ambos,Não
C001600,30,M,PT,Porto,2024-02-01,Hotel,Não
C006808,53,M,FR,,2024-03-14,Ambos,Sim
C003128,63,F,FR,,2024-12-13,Restaurante,Não
C001621,43,M,FR,,2024-11-12,Restaurante,Não
C002819,48,F,PT,Porto,2024-01-08,Hotel,Não
C001483,69,M,PT,Faro,2024-06-23,Restaurante,Não
C005538,36,M,PT,Porto,2023-01-25,Hotel,Sim
C001802,41,F,UK,,2024-08-20,Ambos,Sim
C002096,40,M,ES,,2024-12-31,Restaurante,Sim
C007025,60,M,PT,Braga,2023-02-03,Hotel,Sim
C001358,48,F,ES,,2024-10-16,Restaurante,Sim
C005287,22,M,PT,Porto,2023-08-08,Restaurante,Não
C004675,55,F,FR,,2024-03-16,Restaurante,Não
C002880,39,F,DE,,2024-10-22,Hotel,Não
C003863,41,F,PT,Viseu,2023-10-07,Restaurante,Não
C003185,29,M,PT,Braga,2024-01-04,Hotel,Não
C006687,33,M,PT,Coimbra,2023-10-19,Ambos,Sim
C003155,25,M,PT,Lisboa,2024-11-06,Restaurante,Não
C006070,34,M,PT,Porto,2024-02-23,Restaurante,Não
C003261,38,F,PT,Braga,2024-09-04,Ambos,Sim
C007944,49,F,PT,Aveiro,2023-03-26,Hotel,Não
C000030,37,F,ES,,2024-04-24,Ambos,Sim
C007620,48,F,PT,Porto,2024-12-02,Restaurante,Sim
C003099,39,M,Outro,,2024-08-10,Hotel,Não
C001093,53,M,PT,Lisboa,2024-07-24,Restaurante,Não
C000125,51,M,PT,Braga,2024-09-26,Restaurante,Não
C004232,63,M,PT,Braga,2023-11-21,Restaurante,Não
C005845,53,F,PT,Aveiro,2023-11-17,Hotel,Sim
C003017,18,F,PT,Aveiro,2023-07-18,Restaurante,Não
C004898,24,M,PT,Lisboa,2023-03-04,Hotel,Não
C002299,52,F,FR,,2024-10-02,Restaurante,Não
C005094,69,M,PT,Porto,2024-01-14,Hotel,Não
C001554,28,F,PT,Viseu,2024-11-14,Ambos,Sim
C006812,19,F,FR,,2023-03-14,Restaurante,Não
C000599,34,M,UK,,2024-04-01,Hotel,Sim
C005168,39,M,PT,Porto,2023-01-03,Restaurante,Sim
C001417,42,M,PT,Porto,2024-08-07,Restaurante,Não
C003687,80,M,FR,,2024-01-30,Hotel,Não
C004129,30,M,ES,,2024-02-22,Restaurante,Não
C004707,64,F,UK,,2023-01-27,Ambos,Não
C005574,36,F,PT,Viseu,2023-12-23,Restaurante,Não
C002198,42,F,FR,,2024-03-02,Hotel,Não
C003881,46,F,UK,,2023-09-14,Ambos,Sim
C004517,35,M,FR,,2023-12-05,Restaurante,Não
C007462,41,F,PT,Porto,2023-01-09,Hotel,Não
C000809,62,M,PT,Braga,2024-09-16,Hotel,Não
C007721,39,M,PT,Outro,2023-08-09,Ambos,Sim
C000959,51,F,Outro,,2024-12-04,Restaurante,Não
C004985,51,M,ES,,2024-07-19,Restaurante,Não
C004748,24,M,UK,,2024-06-11,Hotel,Não
C000811,39,M,DE,,2024-09-22,Restaurante,Sim
C000835,41,F,ES,,2024-11-04,Restaurante,Sim
C006121,40,F,PT,Braga,2024-06-24,Restaurante,Não
C002577,65,F,PT,Braga,2023-06-26,Ambos,Sim
C001236,68,M,PT,Lisboa,2024-08-09,Hotel,Não
C001226,39,M,ES,,2024-01-21,Hotel,Não
C005230,57,F,UK,,2023-10-14,Restaurante,Não
C007860,50,M,PT,Porto,2023-05-07,Hotel,Não
C003002,28,F,PT,Porto,2023-09-28,Hotel,Não
C007140,63,F,PT,Lisboa,2023-08-28,Restaurante,Não
C006208,44,M,DE,,2023-08-02,Hotel,Não
C004901,35,M,UK,,2024-08-10,Restaurante,Não
C002909,34,M,PT,Porto,2023-07-02,Hotel,Não
C004848,33,M,PT,Porto,2024-06-16,Restaurante,Não
C001658,63,F,Outro,,2023-05-20,Restaurante,Sim
C006825,53,M,ES,,2023-12-08,Hotel,Sim
C000453,26,F,PT,Coimbra,2024-03-23,Restaurante,Sim
C006101,32,M,PT,Porto,2023-08-03,Restaurante,Não
C003317,41,F,PT,Viseu,2024-03-04,Ambos,Não
C000423,38,F,DE,,2023-05-31,Hotel,Não
C001221,22,F,PT,Lisboa,2023-02-17,Hotel,Não
C006999,41,F,FR,,2024-02-07,Restaurante,Não
C005187,36,F,PT,Porto,2023-01-14,Restaurante,Não
C007461,32,M,ES,,2024-06-28,Restaurante,Não
C004378,74,M,PT,Coimbra,2024-10-08,Restaurante,Não
C000103,36,M,UK,,2024-04-16,Hotel,Não
C004915,21,M,PT,Coimbra,2024-11-20,Hotel,Não
C003152,36,F,ES,,2023-11-04,Ambos,Sim
C001581,45,F,DE,,2023-02-06,Ambos,Não
C006112,21,F,PT,Aveiro,2023-10-22,Restaurante,Não
C002207,65,F,PT,Porto,2024-08-26,Restaurante,Sim
C000171,27,M,PT,Lisboa,2024-01-15,Hotel,Não
C007265,39,F,PT,Aveiro,2023-03-29,Restaurante,Não
C000136,66,F,UK,,2024-07-15,Restaurante,Não
C007975,43,F,ES,,2024-05-02,Hotel,Não
C004521,34,M,FR,,2024-10-04,Hotel,Não
C001311,41,F,PT,Aveiro,2023-05-12,Restaurante,Não
C007199,70,M,ES,,2024-12-18,Ambos,Não
C002285,34,F,UK,,2024-02-21,Restaurante,Sim
C005738,64,M,PT,Porto,2024-09-06,Restaurante,Não
C007081,47,F,PT,Lisboa,2024-05-31,Hotel,Não
C004608,49,M,UK,,2023-09-21,Restaurante,Não
C007034,26,F,PT,Porto,2023-03-14,Hotel,Não
C001936,18,F,ES,,2023-12-01,Ambos,Não
C006205,23,M,PT,Lisboa,2023-05-20,Restaurante,Não
C007328,48,F,DE,,2024-11-25,Ambos,Sim
C002729,30,M,ES,,2023-07-04,Ambos,Sim
C000808,34,F,FR,,2023-05-17,Restaurante,Não
C002046,59,M,PT,Lisboa,2023-05-30,Restaurante,Não
C004386,35,M,PT,Porto,2024-08-26,Restaurante,Não
C000463,30,F,PT,Outro,2023-02-28,Restaurante,Sim
C001957,18,M,DE,,2023-03-09,Restaurante,Não
C004878,48,M,PT,Porto,2024-10-30,Restaurante,Não
C000800,42,M,PT,Lisboa,2024-12-17,Hotel,Não
C005197,58,M,PT,Aveiro,2024-08-01,Restaurante,Sim
C001074,21,M,PT,Braga,2024-08-05,Restaurante,Sim
C000145,46,F,PT,Porto,2024-03-06,Restaurante,Não
C001341,44,M,PT,Lisboa,2023-11-18,Restaurante,Sim
C004340,36,M,ES,,2024-05-19,Restaurante,Não
C003134,65,M,Outro,,2023-01-16,Restaurante,Não
C002092,46,F,ES,,2024-03-09,Hotel,Não
C004976,20,F,UK,,2023-03-22,Restaurante,Não
C005318,38,F,PT,Porto,2024-10-10,Restaurante,Sim
C002969,18,M,PT,Aveiro,2024-12-29,Restaurante,Não
C004479,19,F,PT,Aveiro,2024-04-29,Restaurante,Sim
C004766,45,F,PT,Braga,2024-07-08,Ambos,Sim
C002821,37,F,Outro,,2023-09-20,Hotel,Não
C001004,31,F,Outro,,2024-10-17,Restaurante,Não
C004782,46,F,PT,Lisboa,2024-01-29,Ambos,Sim
C007132,39,F,DE,,2024-05-19,Restaurante,Não
C000556,35,F,UK,,2023-05-30,Hotel,Não
C006744,18,F,FR,,2024-02-21,Restaurante,Não
C001486,56,M,PT,Porto,2024-11-06,Restaurante,Não
C005718,37,F,PT,Porto,2023-11-26,Restaurante,Sim
C001273,24,F,PT,Porto,2024-01-15,Restaurante,Não
C001412,50,M,ES,,2023-11-27,Restaurante,Sim
C007059,73,F,PT,Lisboa,2024-12-14,Restaurante,Não
C007313,45,M,Outro,,2023-01-05,Restaurante,Não
C001472,32,F,PT,Lisboa,2024-11-02,Restaurante,Não
C006261,64,F,PT,Lisboa,2023-06-25,Restaurante,Sim
C006383,33,F,FR,,2024-01-23,Restaurante,Não
C006761,55,M,UK,,2023-11-02,Restaurante,Sim
C004624,54,M,PT,Lisboa,2024-04-28,Restaurante,Não
C007842,34,M,UK,,2023-04-15,Restaurante,Não
C003705,39,M,PT,Faro,2024-06-07,Restaurante,Não
C000982,48,M,PT,Porto,2024-02-21,Hotel,Sim
C006795,38,M,PT,Coimbra,2023-10-27,Ambos,Não
C002865,48,F,ES,,2024-04-11,Restaurante,Não
C007063,30,M,ES,,2023-09-02,Hotel,Não
C001269,30,M,FR,,2024-04-02,Ambos,Não
C007795,43,M,ES,,2024-11-30,Hotel,Não
C000269,34,M,PT,Porto,2024-01-27,Restaurante,Não
C000655,80,M,ES,,2023-03-18,Restaurante,Não
C002615,51,F,FR,,2023-05-30,Ambos,Não
C002846,24,F,UK,,2024-06-21,Restaurante,Não
C002918,52,F,FR,,2024-10-29,Hotel,Não
C005595,59,M,PT,Porto,2024-04-06,Hotel,Não
C003488,52,F,PT,Braga,2023-06-20,Hotel,Não
C000590,28,F,PT,Porto,2023-05-17,Restaurante,Não
C004547,40,M,PT,Lisboa,2023-07-30,Restaurante,Não
C006415,47,F,FR,,2024-09-21,Hotel,Não
